,NAME,LATITUDE,LONGITUDE,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,CATEGORY
903161010.0,TWO- 451 WASHINGTON LLC MASS LLC,768039.0,2945110.0, ,GUILD,RO,2119.0,Commercial
903162020.0,TWO451 WASHINGTON LLC MASS LLC,767985.0,2945033.0,2451 ,WASHINGTON,ST ,2119.0,Commercial
903177000.0,LA SALLE REALTY LLC,767716.0,2944931.0,12 ,BONELL,TE,2119.0,Commercial
903178000.0,LA SALLE REALTY LLC,767734.0,2944915.0,10 ,BONELL,TE,2119.0,Commercial
903179000.0,LASALLE REALTY LLC MASS LLC,767745.0,2944898.0,8 ,BONELL,TE,2119.0,Commercial
903180000.0,LASALLE REALTY LLC MASS LLC,767761.0,2944883.0,6 ,BONELL,TE,2119.0,Commercial
903181000.0,LASALLE REALTY LLC MASS LLC,767768.0,2944863.0,4 ,BONELL,TE,2119.0,Commercial
903182000.0,LA SALLE REALTY LLC,767785.0,2944821.0,2499  2501,WASHINGTON,ST ,2119.0,Commercial
903183000.0,LASALLE REALTY LLC MASS LLC,767677.0,2944909.0, ,BARTLETT,ST ,2119.0,Commercial
903184000.0,LASALLE REALTY LLC MASS LLC,767718.0,2944835.0,7 ,BARTLETT,ST ,2119.0,Commercial
903185000.0,LASALLE REALTY LLC MASS LLC,767701.0,2944839.0,9 ,BARTLETT,ST ,2119.0,Commercial
903186000.0,LASALLE REALTY LLC MASS LLC,767683.0,2944846.0,11 ,BARTLETT,ST ,2119.0,Commercial
903187000.0,LASALLE REALTY LLC MASS LLC,767665.0,2944851.0,13 ,BARTLETT,ST ,2119.0,Commercial
903188000.0,LASALLE REALTY LLC MASS LLC,767649.0,2944859.0,15 ,BARTLETT,ST ,2119.0,Commercial
903189000.0,LASALLE REALTY LLC MASS LLC,767631.0,2944862.0,17 ,BARTLETT,ST ,2119.0,Commercial
903243000.0,FAIRFIELD CENTER LLC MASS LLC,767965.0,2945316.0,6  -10,MALCOLM X,BL,2119.0,Commercial
903245000.0,FAIRFIELD CENTER LLC MASS LLC,767808.0,2945318.0, ,DUDLEY,ST ,2119.0,Commercial
903270020.0,FAIRFIELD CENTER LLC,767807.0,2945485.0, ,MALCOLM X,BL,2119.0,Commercial
903336000.0,CITY OF BOSTON,766867.0,2945724.0,  183,ROXBURY,ST ,2119.0,Education
903337000.0,CITY OF BOSTON,766712.0,2945772.0,205 ,ROXBURY,ST ,2119.0,Education
903400000.0,BOARD OF REGENTS,765794.0,2945843.0, ,COLUMBUS,AV,2120.0,Education
903433000.0,WEBSTER SCOTT A,765893.0,2945736.0,7 ,ELMWOOD,ST ,2120.0,Commercial
903445000.0,DIAZ ANTONIO,766489.0,2945564.0,52  54,JOHN ELIOT,SQ ,2119.0,Commercial
903446000.0,DIAZ ANTONIO,766401.0,2945553.0,7 9,CENTRE,ST ,2119.0,Commercial
903448010.0,CENTRE HILL ASSOCIATES LLC,766298.0,2945518.0,17 ,CENTRE,ST ,2119.0,Commercial
903454010.0,CENTRE HILL ASSOCIATES LLC,766282.0,2945557.0,234 ,ROXBURY,ST ,2119.0,Commercial
903524000.0,CURRY AND CABBAGE LLC MASS LLC,766300.0,2945390.0,22 ,CENTRE,ST ,2119.0,Commercial
903694001.0,CITY OF BOSTON,766722.0,2943967.0, ,CEDAR,ST ,2119.0,Education
903778000.0,SUAREZ CARMEN TS,767294.0,2943422.0,2665 ,WASHINGTON,ST ,2119.0,Commercial
903880010.0,CITY ON A HILL FOUNDATION,767695.0,2943362.0,58 ,CIRCUIT,ST ,2119.0,Education
1000010000.0,CITY OF BOSTON,764812.0,2946439.0,1481  1491,TREMONT,ST ,2120.0,Education
1000014000.0,CITY OF BOSTON,764777.0,2946640.0,40 ,SMITH,ST ,2120.0,Education
1000087000.0,LUBAVITCH OF CAMBRIDGE INC,763482.0,2946925.0,1617 ,TREMONT,ST ,2120.0,Social
1000107000.0,COLE SARA TS,763746.0,2947257.0,134  140,SMITH,ST ,2120.0,Commercial
1000128000.0,FABIANO FRANCIS L,763325.0,2946990.0,1627  1629,TREMONT,ST ,2120.0,Commercial
1000129000.0,FABIANO FRANCIS L,763277.0,2947009.0,1631 ,TREMONT,ST ,2120.0,Commercial
1000129001.0,FABIANO FRANCIS L,763246.0,2947023.0,1633 ,TREMONT,ST ,2120.0,Commercial
1000130000.0,ROSSMORE REALTY LLC,763193.0,2947038.0,1643  1649,TREMONT,ST ,2120.0,Commercial
1000133000.0,MASSACHUSETTS COLLEGE OF,763396.0,2947140.0,702 ,HUNTINGTON,AV,2120.0,Education
1000134000.0,MASSACHUSETTS COLLEGE OF,763411.0,2947156.0,700 ,HUNTINGTON,AV,2120.0,Education
1000140000.0,GOTTLIEB SIMON B,763513.0,2947208.0,690 ,HUNTINGTON,AV,2120.0,Commercial
1000141000.0,GOTTLIEB SIMON B,763481.0,2947154.0,16 ,WIGGLESWORTH,ST ,2120.0,Commercial
1000150000.0,MASS COLLEGE OF PHARMACY,763790.0,2947345.0,662 ,HUNTINGTON,AV,2120.0,Education
1000196000.0,COMM OF MASS BRD OF TRST,764416.0,2947670.0,640  644,HUNTINGTON,AV,2115.0,Education
1000197000.0,S-BNK BOSTON LNA LLC,762847.0,2947079.0,2 6,FRANCIS,ST ,2115.0,Commercial
1000211000.0,S-BNK BOSTON LNA LLC,762813.0,2947115.0, ,FRANCIS,ST ,2115.0,Commercial
1000240000.0,THE BRIGHAM AND WOMENS,761862.0,2947864.0,80 ,FRANCIS,ST ,2120.0,Healthcare
1000247005.0,BRIGHAM & WOMENS HOSPITAL IN,762262.0,2947673.0, ,FRANCIS,ST ,2115.0,Healthcare
1000247010.0,BRIGHHAM & WOMENS HOSPITAL INC,762123.0,2947643.0,70 ,FRANCIS,ST ,2115.0,Healthcare
1000269000.0,CITY OF BOSTON,762620.0,2946949.0, ,FENWOOD,RD ,2115.0,Education
1000270000.0,RTH COMMUNITY PROP LLC,762583.0,2946846.0,761  773,HUNTINGTON,AV,2115.0,Commercial
1000271000.0,RTH COMMONITY PROPERTY LLC,762526.0,2946816.0,775  775A,HUNTINGTON,AV,2115.0,Commercial
1000361000.0,PICKLE-DITSON PHASE II LP,764794.0,2944638.0, ,TERRACE,ST ,2120.0,Commercial
1000371000.0,BELLEROSE TERRACE LLC,764861.0,2944913.0,110  118,TERRACE,ST ,2120.0,Commercial
1000371010.0,BOSTON BUILDING MATERIALS,764911.0,2944952.0,110  118,TERRACE,ST ,2120.0,Commercial
1000375000.0,BOSTON BUILDING MATERIALS,764993.0,2945247.0,86  88,TERRACE,ST ,2120.0,Commercial
1000383000.0,TERRACE STREET PROPERTIES  LLC,765170.0,2945583.0, ,TERRACE,ST ,2120.0,Commercial
1000388000.0,CROSSING AUTO BODY CO INC,765276.0,2945774.0, ,TERRACE,ST ,2120.0,Commercial
1000389000.0,CROSSING AUTO BODY CO INC,765318.0,2945849.0,30 ,TERRACE,ST ,2120.0,Commercial
1000390000.0,CROSSING AUTO BODY CO INC,765356.0,2945919.0,22 ,TERRACE,ST ,2120.0,Commercial
1000396002.0,TERRACE STREET 103 LLC MASS LLC,764783.0,2945133.0,103 ,TERRACE,ST ,2120.0,Commercial
1000408000.0,MUCCI MAUREEN,764660.0,2944579.0,153 ,TERRACE,ST ,2120.0,Commercial
1000409000.0,NEW ENGLAND BAPTIST,764551.0,2944382.0,165 ,TERRACE,ST ,2120.0,Healthcare
1000459000.0,SPANISH CHURCH OF GOD,765012.0,2945709.0,738 ,PARKER,ST ,2120.0,Education
1000569030.0,DARLING JOHN,764127.0,2946317.0,6  -12,PONTIAC,ST ,2120.0,Commercial
1000573000.0,SOCIEDAD LATINA INC,764252.0,2946381.0,1530  A153,TREMONT,ST ,2120.0,Social
1000598010.0,CITY OF BOSTON SCHOOL DEPT,764599.0,2945760.0,43  55,ALLEGHANY,ST ,2120.0,Education
1000606000.0,TREMONT MORTAR INC,764041.0,2946492.0,1552  1556,TREMONT,ST ,2120.0,Commercial
1000609000.0,TREMONT & PONTIAC LLC,764024.0,2946355.0, ,PONTIAC,ST ,2120.0,Commercial
1000647000.0,CPT BRIGHAM CIRCLE LLC DEL LLC,763179.0,2946560.0, ,ALLEGHANY,ST ,2120.0,Commercial
1000648000.0,CPT BRIGHAM CIRCLE LLC DEL LLC,763087.0,2946912.0,2 4,CALUMET,ST ,2120.0,Commercial
1000649000.0,CPT BRIGHAM CIRCLE LLC DEL LLC,763164.0,2946764.0,1610 ,TREMONT,ST ,2120.0,Commercial
1000650000.0,ALLIANCE ENERGY LLC MASS LLC,763381.0,2946808.0,1600 ,TREMONT,ST ,2120.0,Commercial
1000652000.0,YIANASMIDIS GEORGE ETAL,763496.0,2946764.0,1586  1590,TREMONT,ST ,2120.0,Food access
1000858000.0,WALSH HENRY P,762832.0,2946833.0,746  748,HUNTINGTON,AV,2115.0,Food access
1000859000.0,BOESEN DONALD TRSTS,762906.0,2946890.0,724  742,HUNTINGTON,AV,2115.0,Commercial
1000860000.0,FABIANO FRANCIS L,762883.0,2946787.0, ,CALUMET,ST ,2120.0,Commercial
1000861000.0,FABIANO FRANCIS L,762838.0,2946709.0, ,CALUMET,ST ,2120.0,Commercial
1000862000.0,FABIANO FRANCIS L,762821.0,2946672.0, ,CALUMET,ST ,2120.0,Commercial
1000863000.0,LEDBETTER STEPHEN,762811.0,2946632.0,31 ,CALUMET,ST ,2120.0,Commercial
1000894000.0,EIGHT HUNDRED HUNTINGTON AVE,762296.0,2946577.0, ,FRAWLEY,ST ,2115.0,Commercial
1000897000.0,EIGHT HUNDRED HUNTINGTON AV,762325.0,2946457.0,10 ,MISSION,ST ,2115.0,Commercial
1000929000.0,CARLSON CLAIR A JR TS,762023.0,2946454.0,812  -814,HUNTINGTON,AV,2115.0,Commercial
1000930000.0,GATELY JAMES F II TS,762121.0,2946620.0,804  810,HUNTINGTON,AV,2115.0,Commercial
1000940000.0,CARLSON CLAIRE A JR TS,761964.0,2946383.0,201 R,HILLSIDE,ST ,2120.0,Commercial
1000980000.0,N E BAPTIST HOSPITAL,762290.0,2945871.0, ,SACHEM,ST ,2120.0,Healthcare
1000999000.0,NEW ENG BAPTIST HOSP,762391.0,2945800.0,1 ,WAYMOUNT,ST ,2120.0,Healthcare
1001000000.0,N E BAPTIST HOSPITAL,762336.0,2945813.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001001000.0,N E BAPTIST HOSPITAL,762254.0,2945781.0,10 ,WAYMOUNT,ST ,2120.0,Healthcare
1001002000.0,N E BAPTIST HOSPITAL,762286.0,2945770.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001003000.0,N E BAPTIST HOSPITAL,762317.0,2945759.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001004000.0,N E BAPTIST HOSPITAL,762370.0,2945763.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001005000.0,N E BAPTIST HOSPITAL,762361.0,2945736.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001006000.0,NEW ENG BAPTIST HOSP,762358.0,2945680.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001007000.0,NEW ENG BAPTIST HOSP,762328.0,2945692.0,108 ,PARKER HILL,AV,2120.0,Healthcare
1001008000.0,NEW ENG BAPTIST HOSPITAL,762282.0,2945707.0,104 ,PARKER HILL,AV,2120.0,Healthcare
1001009000.0,NEW ENG BAPTIST HOSPITAL,762235.0,2945724.0,100 ,PARKER HILL,AV,2120.0,Healthcare
1001010000.0,NEW ENGLAND BAPTIST HOSP,762173.0,2945764.0,94 ,PARKER HILL,AV,2120.0,Healthcare
1001011000.0,NEW ENGLAND BAPTIST HOSP,762111.0,2945782.0, ,PARKER HILL,AV,2120.0,Healthcare
1001012000.0,NEW ENG BAPTIST HOSPITAL,762223.0,2945793.0,66 ,SACHEM,ST ,2120.0,Healthcare
1001024000.0,N E BAPTIST HOSPITAL,762489.0,2945766.0, ,WAYMOUNT,ST ,2120.0,Healthcare
1001025000.0,N E BAPTIST HOSPITAL,762525.0,2945735.0, ,IROQUOIS,ST ,2120.0,Healthcare
1001026000.0,N E BAPTIST HOSPITAL,762574.0,2945736.0, ,IROQUOIS,ST ,2120.0,Healthcare
1001027000.0,N E BAPTIST HOSPITAL,762563.0,2945704.0, ,DARLING,ST ,2120.0,Healthcare
1001030000.0,NEW ENG BAPTIST HOSP,762469.0,2945647.0,118 ,PARKER HILL,AV,2120.0,Healthcare
1001031000.0,N E BAPTIST HOSPITAL,762434.0,2945660.0,116 ,PARKER HILL,AV,2120.0,Healthcare
1001032000.0,NEW ENG BAPTIST HOSP,762474.0,2945716.0,10 ,WAYMOUNT,ST ,2120.0,Healthcare
1001211000.0,N E BAPTIST HOSPITAL,762832.0,2945571.0, ,OSWALD,ST ,2120.0,Healthcare
1001212000.0,NEW ENGLAND BAPTIST HOSP,762155.0,2945437.0,91  109,PARKER HILL,AV,2120.0,Healthcare
1001213000.0,N E BAPTIST HOSPITAL,762599.0,2945293.0,125 ,PARKER HILL,AV,2120.0,Commercial
1001257000.0,EIGHTY-3 HEATH STREET LLC MASS LLC,764015.0,2944305.0,83  85,HEATH,ST ,2120.0,Commercial
1001258000.0,EIGHTY-3 HEATH STREET LLC MASS LLC,763975.0,2944304.0,87 ,HEATH,ST ,2120.0,Commercial
1001259000.0,EIGHTY-3 HEATH STREET LLC MASS LLC,763931.0,2944305.0,89 ,HEATH,ST ,2120.0,Commercial
1001260000.0,EIGHTY-3 HEATH STREET LLC MASS LLC,763828.0,2944345.0,91  97R,HEATH,ST ,2120.0,Commercial
1001260001.0,EIGHTY-3 HEATH STREET LLC MASS LLC,763830.0,2944276.0,97 ,HEATH,ST ,2120.0,Commercial
1001282000.0,HEATH STREET PARTNERS LLC MASS LLC,763304.0,2944197.0, ,HEATH,ST ,2120.0,Commercial
1001439001.0,JUDGE BAKER CHILDREN'S CTR,761565.0,2945904.0,49  -53,PARKER HILL,AV,2120.0,Education
1001442000.0,N E BAPTIST HOSPITAL,761840.0,2945508.0, ,FISHER,AV,2120.0,Healthcare
1001518000.0,LE THAO THI,762933.0,2944169.0,187  189A,HEATH,ST ,2130.0,Commercial
1001519000.0,LE THAO THI,762946.0,2944232.0, ,HEATH,ST ,2130.0,Commercial
1001558000.0,TORTOLERO MAURO MARDONIO,762142.0,2944557.0,249  249A,HEATH,ST ,2130.0,Commercial
1001558001.0,NEW ENGLAND TELEPHONE,762166.0,2944593.0,108 ,LAWN,ST ,2120.0,Commercial
1001586000.0,GEORGE PAGOUNIS TRUST,760976.0,2946103.0,914 ,HUNTINGTON,AV,2115.0,Commercial
1001588000.0,PAGOUNIS BESSIE,761039.0,2946040.0,25  A25,S HUNTINGTON,AV,2116.0,Commercial
1001589000.0,PAGOUNIS BESSIE,761050.0,2946003.0,29 ,S HUNTINGTON,AV,2116.0,Commercial
1001624000.0,SDS HOSPITALITY LLC MASS LLC,761165.0,2945474.0,81 ,S HUNTINGTON,AV,2199.0,Commercial
1001673000.0,CITY OF BOSTON,762494.0,2944078.0,200 ,HEATH,ST ,2130.0,Education
1001850010.0,JACKSON SQUARE LP,763538.0,2943315.0,89  -117,BICKFORD,ST ,2130.0,Food access
1001850011.0,J P L DEVELOPMENT LPS MASS LPS,763431.0,2943181.0, ,WALDEN,ST ,2130.0,Commercial
1001850100.0,J P L DEVELOPMENT LPS MASS LPS,763361.0,2943070.0,315 ,CENTRE,ST ,2130.0,Commercial
1001850150.0,JACKSON SQUARE LP,763785.0,2943635.0, ,BICKFORD,ST ,2130.0,Commercial
1001852000.0,BROMLEY HEATH COMM CTRS INC,763847.0,2943660.0,59 ,BICKFORD,ST ,2130.0,Commercial
1001853000.0,BROMLEY HEATH COMM CTRS INC,763842.0,2943641.0,61 ,BICKFORD,ST ,2130.0,Commercial
1001858000.0,JACKSON SQUARE LP,763808.0,2943547.0,71 ,BICKFORD,ST ,2130.0,Commercial
1001859000.0,JACKSON SQUARE LP,763801.0,2943529.0,73 ,BICKFORD,ST ,2130.0,Commercial
1001860000.0,JACKSON SQUARE LP,763794.0,2943510.0,75 ,BICKFORD,ST ,2130.0,Commercial
1001861000.0,JACKSON SQUARE LP,763787.0,2943491.0,77 ,BICKFORD,ST ,2130.0,Commercial
1001862000.0,JACKSON SQUARE LP,763781.0,2943473.0,79 ,BICKFORD,ST ,2130.0,Commercial
1001863000.0,JACKSON SQUARE LP,763774.0,2943455.0,81 ,BICKFORD,ST ,2130.0,Commercial
1001864000.0,JACKSON SQUARE LP,763767.0,2943437.0,83 ,BICKFORD,ST ,2130.0,Commercial
1001865000.0,JACKSON SQUARE LP,763761.0,2943419.0,85 ,BICKFORD,ST ,2130.0,Commercial
1002015000.0,HYDE SQUARE REALTY CO LLC MASS LLC,761875.0,2942750.0,377  379,CENTRE,ST ,2130.0,Commercial
1002017000.0,J D L J BUILDING LLC MASS LLC,761788.0,2942736.0,383  385H,CENTRE,ST ,2130.0,Commercial
1002018000.0,HYDE SQUARE REALTY CO LLC,761717.0,2942689.0,387  399,CENTRE,ST ,2130.0,Commercial
1002019000.0,HYDE SQUARE REALTY CO LLC,761718.0,2942732.0,136 ,DAY,ST ,2130.0,Commercial
1002043001.0,BOSTON GULIN CENTER INC,762520.0,2942850.0,349 ,CENTRE,ST ,2122.0,Food access
1002062000.0,DLL REAL ESTATE LLC MASS LLC,762699.0,2942886.0,341  343,CENTRE,ST ,2130.0,Commercial
1002187000.0,RUANO JOSE,760995.0,2942541.0,373 ,S HUNTINGTON,AV,2115.0,Commercial
1002240000.0,PABON MIGNA L,763713.0,2942634.0,48 ,PRIESING,ST ,2130.0,Commercial
1002243000.0,MOUTSOURIS VASILIS,763623.0,2942739.0,16 ,ESTRELLA,ST ,2130.0,Commercial
1002249000.0,KOSMIDIS HARALAMBOS TRST,763512.0,2942890.0,300  300C,CENTRE,ST ,2130.0,Food access
1002326000.0,STAMATOS CHRISTOS G,763135.0,2943660.0, ,MINDEN,ST ,2130.0,Commercial
1002540000.0,VASALLO ALBERTO JR,762232.0,2942681.0,360  A362C,CENTRE,ST ,2130.0,Commercial
1002566000.0,FALCUCCI PROPERTIES LLC,763688.0,2942566.0,17 ,CHESTNUT,AV,2130.0,Commercial
1002705000.0,CITY OF BOSTON,762860.0,2942500.0, ,WYMAN,ST ,2130.0,Education
1100029000.0,BOARD OF REGENTS OF,765472.0,2945207.0, ,CEDAR,ST ,2119.0,Education
1100163000.0,50 CEDAR STREET HOLDINGS LLC,766671.0,2943659.0,50 ,CEDAR,ST ,2119.0,Commercial
1100226000.0,BOSTON EDISON CO,766952.0,2943071.0,2727 ,WASHINGTON,ST ,2119.0,Commercial
1100358000.0,S-3 VALENTINE STREET REALTY TRUST,766452.0,2942518.0,3 ,VALENTINE,ST ,2119.0,Commercial
1100602000.0,NEW ENGLAND HOSPITAL,766064.0,2943752.0,8 ,FORT,AV,2119.0,Healthcare
1100860010.0,ROXBURY COMMUNITY COLLEGE,764919.0,2943420.0,294  -296,HIGHLAND,ST ,2119.0,Education
1100896010.0,JACKSON SQ PARTNERS LLC,764651.0,2943223.0, ,COLUMBUS,AV,2119.0,Commercial
1100940000.0,DIMOCK COMMUNITY HEALTH CENT,765113.0,2941263.0,35  37,NOTRE DAME,ST ,2119.0,Commercial
1100947010.0,DIMOCK COMMUNITY REALTY CORP,764967.0,2941463.0, ,COLUMBUS,AV,2119.0,Healthcare
1100947050.0,NEW ENGLAND HOSPITAL,764937.0,2941632.0,56 ,DIMOCK,ST ,2119.0,Healthcare
1100947300.0,NEW ENGLAND HOSPITAL,765244.0,2941478.0,34 R,DIMOCK,ST ,2119.0,Healthcare
1100994000.0,1890 COLUMBUS AVE LLC,765088.0,2940922.0, ,BRAGDON,ST ,2119.0,Commercial
1100999000.0,1890 COLUMBUS AVE LLC,764949.0,2941015.0,1890 ,COLUMBUS,AV,2119.0,Commercial
1101000000.0,1890 COLUMBUS AVE LLC,764887.0,2941147.0,1876 ,COLUMBUS,AV,2119.0,Commercial
1101010000.0,WRIGHT REALTY TRUST,764893.0,2940604.0,3055 ,WASHINGTON,ST ,2119.0,Commercial
1101011000.0,WRIGHT REALTY TRUST,764879.0,2940550.0, ,WASHINGTON,ST ,2119.0,Commercial
1101074000.0,LAROSA DEVELOPMENT  CORPORATION,764773.0,2940651.0, ,COLUMBUS,AV,2119.0,Commercial
1101076000.0,MANGIACOTTI DANIEL,764729.0,2941052.0,1891 ,COLUMBUS,AV,2119.0,Commercial
1101141000.0,LYMAN REALTY LIMITED PARTNER,764457.0,2941746.0,84  86,DIMOCK,ST ,2119.0,Commercial
1101168000.0,COLUMBUS AMORY LLC,764604.0,2942182.0,60 ,AMORY,ST ,2119.0,Commercial
1101169000.0,JACOBS EDWARD S TS,764605.0,2942232.0, ,AMORY,ST ,2119.0,Commercial
1101170000.0,1601 COLUMBUS LLC,764607.0,2942274.0, ,AMORY,ST ,2119.0,Commercial
1101171000.0,1601 COLUMBUS LLC,764607.0,2942308.0, ,AMORY,ST ,2119.0,Commercial
1101172000.0,1599 COLUMBUS LLC,764616.0,2942363.0,48 ,AMORY,ST ,2119.0,Commercial
1101173000.0,1599 COLUMBUS LLC,764610.0,2942419.0, ,AMORY,ST ,2119.0,Commercial
1101175000.0,SHULAINE INC MASS CP,764621.0,2942625.0,34  32,AMORY,ST ,2119.0,Commercial
1101177000.0,BOSTON EDISON CO MASS CORP,764662.0,2942787.0, ,COLUMBUS,AV,2119.0,Commercial
1101177006.0,SHULAINE INC,764681.0,2942694.0,1577 ,COLUMBUS,AV,2119.0,Commercial
1101178000.0,SHULAINE INC,764684.0,2942592.0,1579  1585,COLUMBUS,AV,2119.0,Commercial
1101180000.0,STRAUGHTER DON,764688.0,2942470.0,1589 ,COLUMBUS,AV,2119.0,Commercial
1101181000.0,1599 COLUMBUS LLC,764689.0,2942426.0, ,COLUMBUS,AV,2119.0,Commercial
1101182000.0,1599 COLUMBUS LLC,764696.0,2942377.0,1595  1597,COLUMBUS,AV,2119.0,Commercial
1101183000.0,1599 COLUMBUS LLC,764694.0,2942326.0,1599 ,COLUMBUS,AV,2119.0,Commercial
1101185000.0,JACOBS EDWARD S TS,764692.0,2942234.0,1605 ,COLUMBUS,AV,2119.0,Commercial
1101186000.0,COLUMBUS AMORY LLC,764693.0,2942184.0,1641 ,COLUMBUS,AV,2119.0,Commercial
1101187000.0,COLUMBUS AMORY LLC,764649.0,2942133.0,1647 ,COLUMBUS,AV,2119.0,Commercial
1101188000.0,COLUMBUS AMORY LLC,764648.0,2942082.0,1693 ,COLUMBUS,AV,2119.0,Commercial
1101201001.0,SEVENTY 5 AMORY LLC MASS LLC,764399.0,2942145.0,75 ,AMORY,ST ,2119.0,Commercial
1101219000.0,SEVENTY 5 AMORY LLC MASS LLC,764456.0,2942039.0,2 ,AMORY,ST ,2119.0,Commercial
1101222000.0,NORTHEASTERN UNIVERSITY,763738.0,2941313.0,76 ,ATHERTON,ST ,2130.0,Education
1101282001.0,PENA ORLANDO TS,764624.0,2940189.0,3093  3099,WASHINGTON,ST ,2119.0,Commercial
1101301000.0,TRAN SUONG M,764527.0,2940095.0,3107  3113,WASHINGTON,ST ,2130.0,Commercial
1101327000.0,CARLYSLE ENGINEERING INC,764390.0,2939967.0,100 ,SCHOOL,ST ,2119.0,Commercial
1101335000.0,FREEDMAN JAMES A TS,764188.0,2939609.0,3157  3159,WASHINGTON,ST ,2130.0,Commercial
1101398000.0,MENTAL HEALTH PROGRAMS IN IV,763773.0,2940502.0,3 ,BOYLSTON,PL ,2130.0,Healthcare
1101416000.0,CITY OF BOSTON,763904.0,2940648.0,164 ,SCHOOL,ST ,2130.0,Education
1101437000.0,DARLING JOHN,764266.0,2939323.0, ,IFFLEY,RD ,2130.0,Commercial
1101438000.0,DARLING JOHN,764235.0,2939351.0, ,WASHINGTON,ST ,2130.0,Commercial
1101438001.0,FREEDMAN JAMES A TS,764185.0,2939365.0, ,WASHINGTON,ST ,2130.0,Commercial
1101439000.0,FREEDMAN JAMES A TS,764226.0,2939465.0,3162  3182,WASHINGTON,ST ,2130.0,Commercial
1101440000.0,FREEDMAN JAMES A TS,764267.0,2939443.0,1 ,CHILCOTT,PL ,2130.0,Commercial
1101460000.0,APPALOOSA JP LLC MASS LLC,764303.0,2939566.0,3152  3160,WASHINGTON,ST ,2130.0,Commercial
1101533000.0,TRAN SUONG M,764641.0,2939952.0,3114  3112,WASHINGTON,ST ,2119.0,Commercial
1101535000.0,TRAN SUONG M TS,764680.0,2940060.0,3096  3104,WASHINGTON,ST ,2119.0,Commercial
1101536000.0,TRAN SUONG M,764720.0,2940110.0,3092  3094,WASHINGTON,ST ,2119.0,Commercial
1101537000.0,TRAN SUONG M,764746.0,2940146.0,3088  3090,WASHINGTON,ST ,2119.0,Commercial
1101538000.0,LEMMA SOLOMON,764767.0,2940171.0,3086 ,WASHINGTON,ST ,2119.0,Food access
1101538001.0,STELCON CORP,764774.0,2940218.0,3080 ,WASHINGTON,ST ,2119.0,Commercial
1101538002.0,MUNOZ TERESA TS,764812.0,2940192.0,1967  1965,COLUMBUS,AV,2119.0,Commercial
1101556000.0,S S M A LLC MASS LLC,764953.0,2940070.0,2 ,WELD,AV,2119.0,Commercial
1101560000.0,PCS-DIXWELL REALTY TRUST,764845.0,2939835.0,27 ,DIXWELL,ST ,2119.0,Commercial
1101565000.0,CITY OF BOSTON,765002.0,2939750.0, ,COLUMBUS,AV,2119.0,Education
1101606000.0,THIRTY-50 WASHINGTON STREET,765015.0,2940448.0,3050  3058,WASHINGTON,ST ,2119.0,Commercial
1101666000.0,PENA COTUMANAMA,765684.0,2940030.0,66 ,WALNUT,PK,2119.0,Food access
1101854000.0,CITY OF BOSTON,766542.0,2941011.0, ,HARRISHOF,ST ,2119.0,Education
1101974000.0,SASSER WILLIAM M,763561.0,2940197.0, ,PORTER,ST ,2130.0,Commercial
1102009000.0,EXTRA SPACE PROP 42 LLC,764003.0,2939445.0,3175 ,WASHINGTON,ST ,2130.0,Commercial
1102028000.0,GOLD MONTY E,763832.0,2939123.0,3203  3213,WASHINGTON,ST ,2130.0,Commercial
1102052000.0,MT FINANCIAL ASSOCIATES LLC,763907.0,2939574.0,2 ,GERMANIA,ST ,2130.0,Commercial
1102094000.0,ROMAN CATH ARCH BOSTON,763454.0,2939310.0, ,MONTEBELLO,RD ,2130.0,Education
1102205000.0,MUNOZ LOUIS TS,763201.0,2940294.0,247  253,AMORY,ST ,2130.0,Commercial
1102217000.0,CHANDLER CAZENOVE LLC,762699.0,2938535.0, ,BROOKSIDE,AV,2130.0,Commercial
1102218000.0,121 BROOKSIDE LLC,762670.0,2938487.0,123  125,BROOKSIDE,AV,2130.0,Commercial
1102220000.0,CHANDLER CAZENOVE LLC,762614.0,2938552.0,420 ,AMORY,ST ,2130.0,Commercial
1102221000.0,CARLYSLE ENGINEERING INC,762664.0,2938611.0,412  414R,AMORY,ST ,2130.0,Commercial
1102223000.0,CARLYSLE ENGINEERING INC,762704.0,2938643.0, ,AMORY,ST ,2130.0,Commercial
1102224000.0,CARLYSLE ENGINEERING INC,762678.0,2938686.0,404 ,AMORY,ST ,2130.0,Commercial
1102225000.0,CARLYSLE ENGINEERING INC,762691.0,2938713.0,402 ,AMORY,ST ,2130.0,Commercial
1102226000.0,CARLYSLE ENGINEERING INC,762693.0,2938743.0,400 ,AMORY,ST ,2130.0,Commercial
1102232100.0,JACOBS EDWARD S TS,762812.0,2938877.0,384 ,AMORY,ST ,2130.0,Commercial
1102245000.0,THE BRIGHAM AND WOMENS HOSP,763271.0,2938711.0,20 ,ACKLEY,PL ,2130.0,Healthcare
1102246000.0,THE BRIGHAM AND WOMENS HOSP,763361.0,2938660.0,16 ,ACKLEY,PL ,2130.0,Healthcare
