Age_yrs,Education_level,Income_level,Gender,Random_twin_split,P-SDQ_Emo,P-SDQ_Conduct,P-SDQ_Hyper,P-SDQ_Peer,P-SDQ_Procosial,P-SDQ_Total_Problems,P-EATQ_Aggression,C-EATQ_Aggression,C_IBSbully,C_IBSvictim,C_IBSfight,Bully_Fight,Bully_Victim,C_IBS_Total,coop1,coop_rt1,coop2,coop_rt2,coop3,coop_rt3,coop4,coop_rt4,coop5,coop_rt5,coop6,coop_rt6,coop7,coop_rt7,coop8,coop_rt8,coop9,coop_rt9,coop10,coop_rt10,Strategy
15,6,8,2,2,0,0,0,0,9,0,7,18,0,0,0,0,0,0,DC,13.49,DC,4.0600000000000005,DD,4.34,DC,4.829999999999998,DC,4.359999999999999,DC,4.07,DD,3.990000000000002,DC,3.960000000000001,DC,4.049999999999997,DC,4.090000000000003,draw blood
14,6,6,2,1,2,0,5,0,10,7,9,22,0,0,0,0,0,0,DC,9.71,DC,7.279999999999998,DD,8.64,DC,8.7,DC,12.530000000000001,CC,10.189999999999998,DD,8.210000000000008,CC,8.949999999999989,DC,11.550000000000011,DC,8.759999999999991,draw blood
15,7,7,2,1,0,0,0,0,9,0,16,20,1,0,1,2,1,2,CC,10.76,CC,3.83,CD,3.5700000000000003,DC,4.98,CC,4.300000000000001,CC,4.109999999999999,CD,3.6999999999999993,DC,3.5700000000000003,CC,4.839999999999996,CC,5.82,other
15,7,6,1,2,4,2,1,2,8,9,21,29,3,0,1,4,3,4,CC,10.7,DC,5.640000000000001,CD,5.32,DC,6.32,CC,5.620000000000001,CC,6.170000000000002,CD,6.6299999999999955,DC,3.960000000000001,DC,4.609999999999999,DC,4.950000000000003,draw blood
15,8,7,1,1,0,1,5,0,9,6,20,21,0,2,1,1,2,3,CC,9.79,CC,3.9300000000000015,CD,3.8499999999999996,DC,3.75,DC,4.460000000000001,DC,5.219999999999999,DD,4.420000000000002,DC,4.269999999999996,DC,4.640000000000001,DC,4.950000000000003,other
16,9,8,1,1,2,1,0,3,5,6,24,37,7,5,0,7,12,12,DC,8.96,DC,4.109999999999999,DD,4.0,DC,4.739999999999998,DC,4.68,DC,4.050000000000001,DD,4.579999999999998,DC,4.390000000000001,DC,4.649999999999999,DC,5.100000000000001,draw blood
11,7,6,2,1,5,4,3,2,7,14,16,18,0,7,0,0,7,7,DC,8.25,CC,4.539999999999999,DD,7.41,DC,4.34,DC,4.400000000000002,CC,3.91,DD,3.9099999999999966,CC,4.740000000000002,DC,4.380000000000003,DC,4.419999999999995,draw blood
15,9,9,1,2,3,4,3,0,8,10,16,25,4,1,0,4,5,5,CC,10.26,CC,4.029999999999999,CD,3.780000000000001,DC,7.219999999999999,CC,4.359999999999999,CC,4.390000000000001,CD,4.259999999999998,DC,4.020000000000003,CC,4.719999999999999,DC,5.060000000000002,other
13,9,9,2,2,1,0,0,0,9,1,14,24,4,0,0,4,4,4,CC,8.07,DC,4.719999999999999,CD,4.560000000000002,DC,4.279999999999998,DC,3.830000000000002,DC,4.09,CD,3.889999999999997,DC,5.990000000000002,DC,3.6300000000000026,CC,4.640000000000001,draw blood
15,9,9,2,1,1,0,2,1,10,4,10,25,1,0,1,2,1,2,CC,8.76,CC,3.76,CD,3.75,DC,3.75,DC,4.129999999999999,DC,4.030000000000001,DD,3.6400000000000006,CC,4.299999999999997,DC,6.660000000000004,DC,4.490000000000002,other
15,7,9,2,2,0,0,2,0,9,2,13,21,0,0,0,0,0,0,DC,12.94,DC,3.6899999999999995,CD,4.93,DC,5.190000000000001,DC,3.6099999999999994,DC,3.8599999999999994,DD,4.030000000000001,DC,4.210000000000001,DC,4.479999999999997,CC,6.880000000000003,draw blood
16,6,6,1,1,2,0,0,1,8,3,15,29,3,1,0,3,4,4,CC,10.33,CC,3.59,CD,3.8199999999999985,CC,3.5500000000000007,CC,5.449999999999999,DC,3.75,DD,4.0000000000000036,DC,3.9499999999999957,DC,3.6799999999999997,DC,4.470000000000006,other
15,9,8,2,1,5,2,0,0,8,7,21,27,3,4,0,3,7,7,DC,11.54,DC,6.449999999999999,DD,7.360000000000003,CC,4.93,CC,7.119999999999997,CC,5.420000000000002,CD,5.219999999999999,DC,5.939999999999998,CC,5.0,CC,8.100000000000001,draw blood
13,2,6,2,2,3,0,1,0,10,4,13,26,5,0,0,5,5,5,CC,10.03,DC,3.9300000000000015,DD,4.289999999999999,DC,3.6400000000000006,DC,3.789999999999999,DC,3.6900000000000013,DD,3.4999999999999964,DC,3.470000000000006,DC,5.069999999999993,DC,4.450000000000003,draw blood
16,9,10,2,1,3,0,0,1,5,4,11,25,0,0,0,0,0,0,CC,8.89,CC,3.6499999999999986,CD,3.990000000000002,DC,3.8299999999999983,CC,3.8599999999999994,CC,4.32,CD,4.230000000000004,DC,3.719999999999999,CC,3.989999999999995,DC,4.07,other
