City/Town,Ward,Precinct,Democratic,Republican, Libertarian ,Green-Rainbow,All Others,No Preference,Blanks,Total Votes Cast
Dighton, -,1,1000.00,1147.00,36.00,12.00,10.00,0.00,8.00,2213.00
Dighton, -,2,1139.00,1326.00,26.00,13.00,15.00,0.00,11.00,2530.00
Douglas, -,1,816.00,1051.00,31.00,11.00,0.00,0.00,15.00,1924.00
Douglas, -,2,839.00,982.00,37.00,9.00,0.00,0.00,17.00,1884.00
Douglas, -,3,803.00,923.00,23.00,9.00,0.00,0.00,21.00,1779.00
Dover, -,1,2761.00,1142.00,67.00,14.00,39.00,0.00,41.00,4064.00
Dracut, -,1,893.00,820.00,26.00,11.00,0.00,0.00,15.00,1765.00
Dracut, -,2,799.00,743.00,23.00,7.00,0.00,0.00,19.00,1591.00
Dracut, -,3,942.00,947.00,28.00,2.00,0.00,0.00,19.00,1938.00
Dracut, -,4,1124.00,1210.00,33.00,8.00,0.00,0.00,52.00,2427.00
Dracut, -,5,894.00,1010.00,34.00,10.00,0.00,0.00,8.00,1956.00
Dracut, -,6,923.00,869.00,25.00,8.00,0.00,0.00,6.00,1831.00
Dracut, -,7,986.00,811.00,21.00,9.00,0.00,0.00,5.00,1832.00
Dracut, -,8,1155.00,1397.00,39.00,6.00,0.00,0.00,30.00,2627.00
Dracut, -,9,951.00,972.00,24.00,13.00,0.00,0.00,28.00,1988.00
Dudley, -,1,1071.00,1203.00,46.00,10.00,10.00,0.00,12.00,2352.00
Dudley, -,2,906.00,1068.00,36.00,8.00,10.00,0.00,6.00,2034.00
Dudley, -,3,767.00,921.00,21.00,9.00,6.00,0.00,5.00,1729.00
Dunstable, -,1,1243.00,877.00,46.00,7.00,0.00,0.00,30.00,2203.00
Duxbury, -,1,1326.00,753.00,29.00,4.00,13.00,0.00,18.00,2143.00
Duxbury, -,2,1217.00,680.00,27.00,2.00,21.00,0.00,18.00,1965.00
Duxbury, -,3,1168.00,659.00,33.00,4.00,9.00,0.00,9.00,1882.00
Duxbury, -,4,1122.00,625.00,25.00,7.00,15.00,0.00,8.00,1802.00
Duxbury, -,5,1054.00,714.00,23.00,3.00,12.00,0.00,13.00,1819.00
Duxbury, -,6,1023.00,601.00,29.00,4.00,17.00,0.00,14.00,1688.00
E. Bridgewater, -,1,1034.00,1098.00,36.00,9.00,11.00,0.00,14.00,2202.00
E. Bridgewater, -,2,1008.00,1088.00,36.00,12.00,11.00,0.00,13.00,2168.00
E. Bridgewater, -,3,1111.00,1159.00,26.00,11.00,6.00,0.00,12.00,2325.00
E. Bridgewater, -,4,1030.00,1021.00,42.00,11.00,7.00,0.00,15.00,2126.00
E. Brookfield, -,1,593.00,741.00,18.00,7.00,6.00,0.00,5.00,1370.00
E. Longmeadow, -,1,1420.00,1122.00,26.00,9.00,15.00,0.00,8.00,2600.00
E. Longmeadow, -,2,1274.00,1025.00,26.00,13.00,6.00,0.00,10.00,2354.00
E. Longmeadow, -,3,1330.00,1180.00,30.00,11.00,10.00,0.00,15.00,2576.00
E. Longmeadow, -,4,1271.00,1296.00,37.00,9.00,12.00,0.00,16.00,2641.00
Eastham, -,1,2864.00,1151.00,48.00,16.00,21.00,0.00,17.00,4117.00
Easthampton, -,1,1430.00,485.00,20.00,15.00,5.00,0.00,11.00,1966.00
Easthampton, -,2,1685.00,412.00,31.00,24.00,12.00,0.00,11.00,2175.00
Easthampton, -,3,1517.00,432.00,24.00,19.00,3.00,0.00,14.00,2009.00
Easthampton, -,4,1810.00,400.00,24.00,29.00,8.00,0.00,12.00,2283.00
Easthampton, -,5,1354.00,796.00,33.00,21.00,3.00,0.00,8.00,2215.00
Easton, -,1,836.00,512.00,16.00,7.00,4.00,0.00,6.00,1381.00
Easton, -,2,1651.00,996.00,49.00,16.00,9.00,0.00,16.00,2737.00
Easton, -,3,1400.00,925.00,31.00,16.00,11.00,0.00,13.00,2396.00
Easton, -,4,1578.00,925.00,37.00,18.00,15.00,0.00,18.00,2591.00
Easton, -,5,1810.00,1052.00,38.00,6.00,9.00,0.00,16.00,2931.00
Easton, -,6,1440.00,1057.00,27.00,14.00,14.00,0.00,17.00,2569.00
Edgartown, -,1,2185.00,854.00,39.00,15.00,8.00,0.00,25.00,3126.00
Egremont, -,1,783.00,174.00,8.00,7.00,1.00,0.00,3.00,976.00
Erving, -,1,550.00,355.00,15.00,4.00,5.00,0.00,7.00,936.00
Essex, -,1,1650.00,796.00,45.00,8.00,13.00,0.00,16.00,2528.00
Everett,1,1,808.00,318.00,2.00,3.00,3.00,0.00,2.00,1136.00
Everett,1,2,714.00,332.00,6.00,8.00,5.00,0.00,5.00,1070.00
Everett,2,1,886.00,360.00,13.00,8.00,2.00,0.00,2.00,1271.00
Everett,2,2,745.00,272.00,3.00,7.00,6.00,0.00,4.00,1037.00
Everett,3,1,1008.00,391.00,12.00,7.00,9.00,0.00,1.00,1428.00
Everett,3,2,872.00,345.00,7.00,6.00,2.00,0.00,6.00,1238.00
Everett,4,1,916.00,415.00,7.00,7.00,7.00,0.00,6.00,1358.00
Everett,4,2,797.00,298.00,11.00,4.00,3.00,0.00,10.00,1123.00
Everett,5,1,905.00,338.00,6.00,3.00,7.00,0.00,11.00,1270.00
Everett,5,2,851.00,277.00,3.00,6.00,2.00,0.00,10.00,1149.00
Everett,6,1,969.00,382.00,27.00,7.00,1.00,0.00,8.00,1394.00
Everett,6,2,1021.00,365.00,11.00,6.00,5.00,0.00,11.00,1419.00
Fairhaven, -,1,1000.00,601.00,19.00,9.00,6.00,0.00,15.00,1650.00
Fairhaven, -,2,913.00,688.00,20.00,6.00,4.00,0.00,17.00,1648.00
Fairhaven, -,3,640.00,638.00,14.00,13.00,3.00,0.00,7.00,1315.00
Fairhaven, -,4,875.00,713.00,26.00,8.00,1.00,0.00,14.00,1637.00
Fairhaven, -,5,874.00,839.00,13.00,5.00,9.00,0.00,12.00,1752.00
Fairhaven, -,6,791.00,796.00,22.00,4.00,7.00,0.00,7.00,1627.00
Fall River,1,A,765.00,763.00,20.00,7.00,2.00,0.00,42.00,1599.00
Fall River,1,B,600.00,518.00,21.00,6.00,0.00,0.00,1.00,1146.00
Fall River,1,C,637.00,613.00,21.00,2.00,3.00,0.00,13.00,1289.00
Fall River,2,A,518.00,388.00,16.00,4.00,2.00,0.00,4.00,932.00
Fall River,2,B,442.00,395.00,11.00,5.00,2.00,0.00,8.00,863.00
Fall River,2,C,522.00,455.00,17.00,6.00,0.00,0.00,9.00,1009.00
Fall River,3,A,370.00,541.00,16.00,9.00,1.00,0.00,282.00,1219.00
Fall River,3,B,656.00,525.00,6.00,8.00,0.00,0.00,11.00,1206.00
Fall River,3,C,713.00,619.00,16.00,3.00,3.00,0.00,15.00,1369.00
Fall River,4,A,535.00,348.00,9.00,5.00,0.00,0.00,9.00,906.00
Fall River,4,B,522.00,319.00,9.00,2.00,2.00,0.00,9.00,863.00
Fall River,4,C,562.00,313.00,13.00,9.00,2.00,0.00,11.00,910.00
Fall River,5,A,396.00,285.00,10.00,7.00,1.00,0.00,5.00,704.00
Fall River,5,B,345.00,197.00,8.00,9.00,2.00,0.00,6.00,567.00
Fall River,5,C,482.00,341.00,8.00,2.00,1.00,0.00,8.00,842.00
Fall River,6,A,685.00,691.00,15.00,9.00,1.00,0.00,15.00,1416.00
Fall River,6,B,531.00,394.00,11.00,3.00,2.00,0.00,3.00,944.00
Fall River,6,C,652.00,502.00,9.00,6.00,2.00,0.00,14.00,1185.00
Fall River,7,A,696.00,515.00,17.00,4.00,5.00,0.00,8.00,1245.00
Fall River,7,B,598.00,367.00,17.00,1.00,6.00,0.00,8.00,997.00
Fall River,7,C,748.00,450.00,13.00,6.00,0.00,0.00,13.00,1230.00
Fall River,8,A,636.00,444.00,9.00,2.00,0.00,0.00,19.00,1110.00
Fall River,8,B,914.00,645.00,13.00,7.00,1.00,0.00,15.00,1595.00
Fall River,8,C,948.00,779.00,20.00,12.00,5.00,0.00,14.00,1778.00
Fall River,9,A,1158.00,918.00,18.00,4.00,4.00,0.00,6.00,2108.00
Fall River,9,B,757.00,567.00,16.00,9.00,4.00,0.00,11.00,1364.00
Fall River,9,C,986.00,613.00,17.00,9.00,0.00,0.00,23.00,1648.00
Falmouth, -,1,2096.00,522.00,23.00,10.00,17.00,0.00,21.00,2689.00
Falmouth, -,2,1648.00,684.00,24.00,8.00,11.00,0.00,17.00,2392.00
Falmouth, -,3,1460.00,824.00,22.00,10.00,7.00,0.00,18.00,2341.00
Falmouth, -,4,1483.00,961.00,31.00,13.00,16.00,0.00,19.00,2523.00
Falmouth, -,5,1752.00,852.00,40.00,13.00,8.00,0.00,20.00,2685.00
Falmouth, -,6,1653.00,808.00,24.00,6.00,14.00,0.00,20.00,2525.00
Falmouth, -,7,1368.00,922.00,21.00,11.00,8.00,0.00,19.00,2349.00
Falmouth, -,8,1346.00,930.00,38.00,13.00,14.00,0.00,16.00,2357.00
Falmouth, -,9,1328.00,816.00,22.00,12.00,1.00,0.00,14.00,2193.00
Fitchburg,1,A,703.00,384.00,17.00,5.00,4.00,0.00,4.00,1117.00
Fitchburg,1,B,845.00,450.00,22.00,9.00,3.00,0.00,6.00,1335.00
Fitchburg,2,A,693.00,338.00,16.00,10.00,1.00,0.00,7.00,1065.00
Fitchburg,2,B,869.00,636.00,25.00,11.00,4.00,0.00,4.00,1549.00
Fitchburg,3,A,1147.00,855.00,32.00,10.00,7.00,0.00,16.00,2067.00
Fitchburg,3,B,952.00,629.00,42.00,14.00,2.00,0.00,9.00,1648.00
Fitchburg,4,A,405.00,272.00,11.00,3.00,0.00,0.00,3.00,694.00
Fitchburg,4,B,782.00,351.00,20.00,4.00,5.00,0.00,6.00,1168.00
Fitchburg,5,A,1106.00,883.00,33.00,12.00,6.00,0.00,30.00,2070.00
Fitchburg,5,B,570.00,285.00,18.00,9.00,2.00,0.00,7.00,891.00
Fitchburg,6,A,1044.00,725.00,20.00,7.00,5.00,0.00,8.00,1809.00
Fitchburg,6,B,781.00,378.00,21.00,10.00,6.00,0.00,5.00,1201.00
Florida, -,1,209.00,203.00,6.00,0.00,0.00,0.00,2.00,420.00
Foxborough, -,1,1213.00,738.00,41.00,10.00,2.00,0.00,13.00,2017.00
Foxborough, -,2,1415.00,909.00,27.00,10.00,10.00,0.00,11.00,2382.00
Foxborough, -,3,1350.00,936.00,38.00,8.00,6.00,0.00,11.00,2349.00
Foxborough, -,4,1410.00,918.00,24.00,8.00,13.00,0.00,21.00,2394.00
Foxborough, -,5,1352.00,856.00,33.00,7.00,12.00,0.00,23.00,2283.00
Framingham, -,1,1793.00,668.00,26.00,10.00,12.00,0.00,10.00,2519.00
Framingham, -,2,2170.00,720.00,55.00,12.00,16.00,0.00,11.00,2984.00
Framingham, -,3,1588.00,503.00,29.00,7.00,14.00,0.00,10.00,2151.00
Framingham, -,4,1882.00,572.00,26.00,9.00,11.00,0.00,10.00,2510.00
Framingham, -,5,1684.00,623.00,28.00,17.00,11.00,0.00,16.00,2379.00
Framingham, -,6,1656.00,614.00,36.00,8.00,19.00,0.00,19.00,2352.00
Framingham, -,7,1619.00,525.00,25.00,10.00,15.00,0.00,12.00,2206.00
Framingham, -,8,1594.00,471.00,22.00,10.00,6.00,0.00,13.00,2116.00
Framingham, -,9,1153.00,385.00,19.00,8.00,10.00,0.00,10.00,1585.00
Framingham, -,10,999.00,270.00,16.00,6.00,4.00,0.00,3.00,1298.00
Framingham, -,11,1859.00,608.00,34.00,14.00,15.00,0.00,22.00,2552.00
Framingham, -,12,849.00,279.00,9.00,3.00,13.00,0.00,8.00,1161.00
Framingham, -,13,1131.00,368.00,17.00,11.00,3.00,0.00,9.00,1539.00
Framingham, -,14,857.00,240.00,16.00,10.00,9.00,0.00,13.00,1145.00
Framingham, -,15,918.00,292.00,9.00,8.00,6.00,0.00,6.00,1239.00
Framingham, -,16,517.00,171.00,6.00,1.00,3.00,0.00,1.00,699.00
Framingham, -,17,567.00,131.00,3.00,3.00,3.00,0.00,5.00,712.00
Framingham, -,18,786.00,272.00,15.00,3.00,3.00,0.00,9.00,1088.00
Franklin, -,1,1372.00,824.00,31.00,10.00,17.00,0.00,17.00,2271.00
Franklin, -,2,1571.00,919.00,42.00,17.00,20.00,0.00,20.00,2589.00
Franklin, -,3,1451.00,926.00,46.00,15.00,11.00,0.00,14.00,2463.00
Franklin, -,4,1660.00,1062.00,56.00,9.00,2.00,0.00,42.00,2831.00
Franklin, -,5,1792.00,960.00,39.00,16.00,16.00,0.00,20.00,2843.00
Franklin, -,6,1416.00,717.00,38.00,15.00,4.00,0.00,25.00,2215.00
Franklin, -,7,1727.00,881.00,48.00,7.00,9.00,0.00,23.00,2695.00
Franklin, -,8,1486.00,1056.00,38.00,12.00,8.00,0.00,45.00,2645.00
Freetown, -,1,841.00,943.00,25.00,9.00,11.00,0.00,5.00,1834.00
Freetown, -,2,825.00,992.00,16.00,8.00,3.00,0.00,12.00,1856.00
Freetown, -,3,817.00,971.00,29.00,9.00,7.00,0.00,10.00,1843.00
Gardner,1,A,679.00,454.00,22.00,5.00,4.00,0.00,14.00,1178.00
Gardner,1,B,233.00,249.00,7.00,0.00,1.00,0.00,5.00,495.00
Gardner,2,A,572.00,426.00,22.00,7.00,1.00,0.00,11.00,1039.00
Gardner,2,B,610.00,549.00,29.00,9.00,2.00,0.00,6.00,1205.00
Gardner,3,A,476.00,363.00,20.00,9.00,1.00,0.00,3.00,872.00
Gardner,3,B,606.00,416.00,23.00,2.00,2.00,0.00,8.00,1057.00
Gardner,4,A,581.00,341.00,23.00,9.00,3.00,0.00,8.00,965.00
Gardner,4,B,369.00,298.00,24.00,7.00,1.00,0.00,4.00,703.00
Gardner,5,A,480.00,350.00,20.00,6.00,0.00,0.00,2.00,858.00
Gardner,5,B,607.00,493.00,21.00,6.00,6.00,0.00,12.00,1145.00
Georgetown, -,1,1100.00,948.00,26.00,10.00,12.00,0.00,12.00,2108.00
Georgetown, -,2,983.00,760.00,30.00,5.00,13.00,0.00,7.00,1798.00
Georgetown, -,3,968.00,680.00,28.00,7.00,15.00,0.00,11.00,1709.00
Gill, -,1,679.00,279.00,18.00,5.00,6.00,0.00,2.00,989.00
Gloucester,1,1,1453.00,556.00,18.00,5.00,21.00,0.00,18.00,2071.00
Gloucester,1,2,1187.00,536.00,24.00,10.00,6.00,0.00,6.00,1769.00
Gloucester,2,1,939.00,456.00,30.00,11.00,8.00,0.00,12.00,1456.00
Gloucester,2,2,903.00,410.00,12.00,9.00,7.00,0.00,9.00,1350.00
Gloucester,3,1,1007.00,500.00,12.00,7.00,10.00,0.00,19.00,1555.00
Gloucester,3,2,1021.00,526.00,14.00,6.00,11.00,0.00,13.00,1591.00
Gloucester,4,1,1156.00,649.00,20.00,13.00,9.00,0.00,23.00,1870.00
Gloucester,4,2,1645.00,513.00,32.00,12.00,11.00,0.00,14.00,2227.00
Gloucester,5,1,1456.00,688.00,21.00,7.00,21.00,0.00,22.00,2215.00
Gloucester,5,2,1371.00,761.00,34.00,8.00,17.00,0.00,18.00,2209.00
Goshen, -,1,418.00,231.00,15.00,5.00,3.00,0.00,1.00,673.00
Gosnold, -,1,56.00,22.00,2.00,1.00,1.00,0.00,0.00,82.00
Grafton, -,1,1340.00,791.00,50.00,21.00,14.00,0.00,10.00,2226.00
Grafton, -,2,1463.00,809.00,26.00,15.00,11.00,0.00,17.00,2341.00
Grafton, -,3,1509.00,819.00,37.00,12.00,8.00,0.00,16.00,2401.00
Grafton, -,4,1269.00,797.00,25.00,13.00,6.00,0.00,22.00,2132.00
Grafton, -,5,1558.00,795.00,37.00,10.00,18.00,0.00,13.00,2431.00
Granby, -,1,1149.00,859.00,32.00,12.00,5.00,0.00,10.00,2067.00
Granby, -,2,906.00,956.00,24.00,10.00,3.00,0.00,11.00,1910.00
Granville, -,1,402.00,565.00,20.00,3.00,0.00,0.00,12.00,1002.00
Great Barrington, -,A,900.00,172.00,14.00,7.00,1.00,0.00,2.00,1096.00
Great Barrington, -,B,861.00,203.00,14.00,9.00,5.00,0.00,3.00,1095.00
Great Barrington, -,C,702.00,91.00,7.00,6.00,6.00,0.00,1.00,813.00
Great Barrington, -,D,905.00,188.00,9.00,6.00,6.00,0.00,9.00,1123.00
Greenfield, -,1,728.00,322.00,23.00,4.00,7.00,0.00,6.00,1090.00
Greenfield, -,2,896.00,327.00,18.00,10.00,3.00,0.00,41.00,1295.00
Greenfield, -,3,801.00,293.00,8.00,10.00,2.00,0.00,21.00,1135.00
Greenfield, -,4,870.00,296.00,16.00,7.00,2.00,0.00,18.00,1209.00
Greenfield, -,5,841.00,195.00,13.00,9.00,7.00,0.00,33.00,1098.00
Greenfield, -,6,879.00,186.00,20.00,15.00,8.00,0.00,95.00,1203.00
Greenfield, -,7,615.00,236.00,8.00,12.00,5.00,0.00,30.00,906.00
Greenfield, -,8,701.00,185.00,14.00,11.00,5.00,0.00,35.00,951.00
Greenfield, -,9,552.00,225.00,16.00,5.00,3.00,0.00,19.00,820.00
Groton, -,1,1735.00,709.00,44.00,8.00,14.00,0.00,24.00,2534.00
Groton, -,2,1561.00,788.00,44.00,17.00,12.00,0.00,26.00,2448.00
Groton, -,3,1645.00,652.00,37.00,4.00,15.00,0.00,21.00,2374.00
Groveland, -,1,1230.00,954.00,48.00,11.00,8.00,0.00,12.00,2263.00
Groveland, -,2,1191.00,1022.00,44.00,11.00,17.00,0.00,18.00,2303.00
Hadley, -,1,2476.00,925.00,49.00,27.00,16.00,0.00,22.00,3515.00
Halifax, -,1,1166.00,1305.00,41.00,14.00,9.00,0.00,11.00,2546.00
Halifax, -,2,1188.00,1093.00,34.00,16.00,8.00,0.00,8.00,2347.00
Hamilton, -,1,1228.00,578.00,33.00,6.00,14.00,0.00,18.00,1877.00
Hamilton, -,2,1198.00,544.00,40.00,7.00,13.00,0.00,10.00,1812.00
Hamilton, -,3,938.00,336.00,32.00,5.00,16.00,0.00,12.00,1339.00
Hampden, -,1,1539.00,1713.00,58.00,16.00,13.00,0.00,36.00,3375.00
Hancock, -,1,257.00,207.00,9.00,3.00,2.00,0.00,4.00,482.00
Hanover, -,1,1220.00,1185.00,54.00,13.00,18.00,0.00,18.00,2508.00
Hanover, -,2,1267.00,1154.00,33.00,6.00,15.00,0.00,15.00,2490.00
Hanover, -,3,1203.00,1038.00,28.00,4.00,10.00,0.00,16.00,2299.00
Hanover, -,4,1220.00,1130.00,38.00,5.00,11.00,0.00,18.00,2422.00
Hanson, -,1,1098.00,1123.00,42.00,11.00,7.00,0.00,19.00,2300.00
Hanson, -,2,1125.00,1095.00,43.00,16.00,12.00,0.00,21.00,2312.00
Hanson, -,3,1021.00,1096.00,40.00,7.00,5.00,0.00,18.00,2187.00
Hardwick, -,1,749.00,733.00,32.00,7.00,8.00,0.00,5.00,1534.00
Harvard, -,1,3074.00,954.00,71.00,18.00,12.00,0.00,28.00,4157.00
Harwich, -,1,1540.00,866.00,28.00,13.00,18.00,0.00,17.00,2482.00
Harwich, -,2,1461.00,860.00,34.00,8.00,11.00,0.00,29.00,2403.00
Harwich, -,3,1476.00,864.00,40.00,17.00,10.00,0.00,16.00,2423.00
Harwich, -,4,1356.00,775.00,47.00,9.00,15.00,0.00,7.00,2209.00
Hatfield, -,1,1578.00,686.00,23.00,15.00,11.00,0.00,10.00,2323.00
Haverhill,1,1,619.00,343.00,12.00,7.00,3.00,0.00,5.00,989.00
Haverhill,1,2,1043.00,446.00,16.00,10.00,4.00,0.00,15.00,1534.00
Haverhill,1,3,828.00,472.00,20.00,8.00,4.00,0.00,8.00,1340.00
Haverhill,2,1,834.00,479.00,25.00,9.00,13.00,0.00,8.00,1368.00
Haverhill,2,2,877.00,662.00,18.00,11.00,7.00,0.00,11.00,1586.00
Haverhill,2,3,611.00,291.00,16.00,7.00,5.00,0.00,2.00,932.00
Haverhill,3,1,626.00,225.00,16.00,10.00,5.00,0.00,6.00,888.00
Haverhill,3,2,795.00,354.00,15.00,11.00,4.00,0.00,10.00,1189.00
Haverhill,3,3,798.00,411.00,9.00,10.00,6.00,0.00,6.00,1240.00
Haverhill,4,1,956.00,696.00,30.00,6.00,14.00,0.00,9.00,1711.00
Haverhill,4,2,1016.00,877.00,19.00,9.00,11.00,0.00,12.00,1944.00
Haverhill,4,3,1016.00,728.00,32.00,9.00,8.00,0.00,13.00,1806.00
Haverhill,5,1,1009.00,676.00,21.00,8.00,4.00,0.00,6.00,1724.00
Haverhill,5,2,994.00,823.00,20.00,10.00,11.00,0.00,5.00,1863.00
Haverhill,5,3,987.00,1024.00,21.00,11.00,10.00,0.00,7.00,2060.00
Haverhill,6,1,908.00,633.00,28.00,7.00,7.00,0.00,5.00,1588.00
Haverhill,6,2,915.00,646.00,24.00,13.00,6.00,0.00,9.00,1613.00
Haverhill,6,3,1067.00,715.00,17.00,9.00,14.00,0.00,14.00,1836.00
Haverhill,7,1,1116.00,628.00,34.00,9.00,7.00,0.00,8.00,1802.00
Haverhill,7,2,906.00,608.00,15.00,9.00,8.00,0.00,6.00,1552.00
Haverhill,7,3,1099.00,834.00,36.00,14.00,18.00,0.00,6.00,2007.00
Hawley, -,1,155.00,70.00,3.00,3.00,0.00,0.00,0.00,231.00
Heath, -,1,294.00,158.00,8.00,6.00,2.00,0.00,2.00,470.00
Hingham, -,1,1875.00,794.00,32.00,6.00,26.00,0.00,23.00,2756.00
Hingham, -,2,1900.00,845.00,40.00,10.00,17.00,0.00,30.00,2842.00
Hingham, -,3,1873.00,811.00,35.00,8.00,28.00,0.00,27.00,2782.00
Hingham, -,4,1683.00,734.00,36.00,4.00,30.00,0.00,24.00,2511.00
Hingham, -,5,1090.00,716.00,28.00,4.00,17.00,0.00,21.00,1876.00
Hingham, -,6,1573.00,830.00,33.00,7.00,18.00,0.00,19.00,2480.00
Hinsdale, -,1,771.00,402.00,18.00,15.00,4.00,0.00,6.00,1216.00
Holbrook, -,1,989.00,531.00,9.00,8.00,7.00,0.00,15.00,1559.00
Holbrook, -,2,894.00,686.00,30.00,6.00,8.00,0.00,7.00,1631.00
Holbrook, -,3,928.00,592.00,17.00,11.00,2.00,0.00,10.00,1560.00
Holbrook, -,4,899.00,572.00,15.00,6.00,3.00,0.00,13.00,1508.00
Holden, -,1,1362.00,1004.00,46.00,14.00,20.00,0.00,19.00,2465.00
Holden, -,2,1473.00,1017.00,32.00,18.00,12.00,0.00,15.00,2567.00
Holden, -,3,1351.00,835.00,40.00,18.00,11.00,0.00,16.00,2271.00
Holden, -,4,1665.00,1095.00,41.00,9.00,16.00,0.00,17.00,2843.00
Holden, -,5,1474.00,1045.00,41.00,6.00,9.00,0.00,15.00,2590.00
Holland, -,1,698.00,793.00,38.00,7.00,9.00,0.00,13.00,1558.00
Holliston, -,1,1765.00,740.00,44.00,11.00,20.00,0.00,14.00,2594.00
Holliston, -,2,1739.00,608.00,39.00,12.00,16.00,0.00,19.00,2433.00
Holliston, -,3,1761.00,612.00,42.00,9.00,10.00,0.00,12.00,2446.00
Holliston, -,4,1506.00,619.00,36.00,13.00,15.00,0.00,5.00,2194.00
Holyoke,1,A,448.00,190.00,2.00,2.00,0.00,0.00,9.00,651.00
Holyoke,1,B,583.00,193.00,8.00,8.00,0.00,0.00,11.00,803.00
Holyoke,2,A,547.00,211.00,4.00,6.00,0.00,0.00,7.00,775.00
Holyoke,2,B,493.00,188.00,5.00,7.00,0.00,0.00,6.00,699.00
Holyoke,3,A,857.00,334.00,17.00,15.00,1.00,0.00,16.00,1240.00
Holyoke,3,B,948.00,489.00,15.00,15.00,2.00,0.00,14.00,1483.00
Holyoke,4,A,481.00,159.00,7.00,6.00,1.00,0.00,6.00,660.00
Holyoke,4,B,754.00,247.00,11.00,11.00,1.00,0.00,18.00,1042.00
Holyoke,5,A,1120.00,783.00,26.00,10.00,4.00,0.00,8.00,1951.00
Holyoke,5,B,807.00,485.00,10.00,8.00,4.00,0.00,12.00,1326.00
Holyoke,6,A,786.00,268.00,17.00,9.00,3.00,0.00,11.00,1094.00
Holyoke,6,B,949.00,373.00,14.00,10.00,2.00,0.00,23.00,1371.00
Holyoke,7,A,1235.00,559.00,15.00,8.00,2.00,0.00,16.00,1835.00
Holyoke,7,B,1144.00,364.00,18.00,13.00,1.00,0.00,13.00,1553.00
Hopedale, -,1,2285.00,1385.00,62.00,22.00,21.00,0.00,26.00,3801.00
Hopkinton, -,1,2032.00,774.00,35.00,18.00,24.00,0.00,17.00,2900.00
Hopkinton, -,2,1729.00,775.00,32.00,8.00,18.00,0.00,14.00,2576.00
Hopkinton, -,3,1586.00,745.00,32.00,9.00,16.00,0.00,13.00,2401.00
Hopkinton, -,4,1700.00,687.00,44.00,8.00,24.00,0.00,14.00,2477.00
Hubbardston, -,1,1390.00,1442.00,63.00,21.00,11.00,0.00,16.00,2943.00
Hudson, -,1,1130.00,570.00,26.00,10.00,10.00,0.00,11.00,1757.00
Hudson, -,2,931.00,447.00,31.00,11.00,8.00,0.00,8.00,1436.00
Hudson, -,3,1021.00,707.00,32.00,8.00,6.00,0.00,13.00,1787.00
Hudson, -,4,1144.00,612.00,40.00,12.00,5.00,0.00,9.00,1822.00
Hudson, -,5,1429.00,637.00,32.00,12.00,5.00,0.00,16.00,2131.00
Hudson, -,6,848.00,454.00,12.00,12.00,7.00,0.00,8.00,1341.00
Hudson, -,7,911.00,425.00,23.00,6.00,9.00,0.00,5.00,1379.00
Hull, -,1,1617.00,713.00,26.00,8.00,9.00,0.00,16.00,2389.00
Hull, -,2,1306.00,811.00,24.00,12.00,8.00,0.00,19.00,2180.00
Hull, -,3,1584.00,909.00,27.00,13.00,13.00,0.00,20.00,2566.00
Huntington, -,1,585.00,593.00,24.00,13.00,2.00,0.00,6.00,1223.00
Ipswich, -,1,1645.00,607.00,27.00,13.00,8.00,0.00,21.00,2321.00
Ipswich, -,2,1690.00,790.00,39.00,11.00,6.00,0.00,42.00,2578.00
Ipswich, -,3,1369.00,891.00,43.00,11.00,13.00,0.00,25.00,2352.00
Ipswich, -,4,1569.00,821.00,40.00,8.00,13.00,0.00,26.00,2477.00
Kingston, -,1,1142.00,809.00,29.00,9.00,5.00,0.00,16.00,2010.00
Kingston, -,2,1174.00,1083.00,39.00,5.00,8.00,0.00,11.00,2320.00
Kingston, -,3,1193.00,1063.00,58.00,8.00,9.00,0.00,11.00,2342.00
Kingston, -,4,1013.00,820.00,38.00,9.00,6.00,0.00,11.00,1897.00
Lakeville, -,1,1019.00,1204.00,36.00,10.00,6.00,0.00,18.00,2293.00
Lakeville, -,2,1018.00,1255.00,58.00,14.00,10.00,0.00,14.00,2369.00
Lakeville, -,3,1299.00,1319.00,46.00,14.00,15.00,0.00,22.00,2715.00
Lancaster, -,1,1154.00,865.00,46.00,13.00,12.00,0.00,12.00,2102.00
Lancaster, -,2,1304.00,897.00,42.00,8.00,13.00,0.00,18.00,2282.00
Lanesborough, -,1,1237.00,604.00,31.00,9.00,10.00,0.00,5.00,1896.00
Lawrence,A,1,746.00,261.00,12.00,1.00,1.00,0.00,8.00,1029.00
Lawrence,A,2,571.00,163.00,5.00,6.00,1.00,0.00,5.00,751.00
Lawrence,A,3,667.00,297.00,12.00,6.00,0.00,0.00,8.00,990.00
Lawrence,A,4,804.00,253.00,8.00,2.00,6.00,0.00,2.00,1075.00
Lawrence,B,1,748.00,176.00,9.00,4.00,6.00,0.00,1.00,944.00
Lawrence,B,2,543.00,126.00,14.00,2.00,0.00,0.00,3.00,688.00
Lawrence,B,3,647.00,177.00,8.00,2.00,2.00,0.00,6.00,842.00
Lawrence,B,4,683.00,195.00,10.00,6.00,1.00,0.00,9.00,904.00
Lawrence,C,1,586.00,183.00,8.00,1.00,2.00,0.00,4.00,784.00
