seq_id,ct10_id,geoid,logrecno,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
13157,25027710300,14000US25027710300,2243,2014-18,68063,8880,85125,16593,59250,31659
13158,25027710400,14000US25027710400,2244,2014-18,60000,16236,81563,13157,31250,9628
13159,25027710500,14000US25027710500,2245,2014-18,41250,5232,63750,10064,29120,10069
13160,25027710600,14000US25027710600,2246,2014-18,52724,13082,74281,6956,40313,8411
13161,25027710700,14000US25027710700,2247,2014-18,18234,1914,0,0,16856,3349
13162,25027710800,14000US25027710800,2248,2014-18,37188,9597,64500,30601,23955,3762
13163,25027711000,14000US25027711000,2249,2014-18,63375,25965,84265,10050,32153,24177
13164,25027711100,14000US25027711100,2250,2014-18,80250,15343,88142,9262,42198,11894
13165,25027712101,14000US25027712101,2251,2014-18,100677,10272,105679,8413,0,0
13166,25027712102,14000US25027712102,2252,2014-18,106250,11126,110859,10004,57714,34854
13167,25027713100,14000US25027713100,2253,2014-18,103071,15990,106199,12417,67250,29672
13168,25027715100,14000US25027715100,2254,2014-18,155093,17417,164402,22223,0,0
13169,25027716100,14000US25027716100,2255,2014-18,79283,10743,90781,14793,64491,20152
13170,25027716200,14000US25027716200,2256,2014-18,54700,11138,81250,11351,45074,6483
13171,25027716300,14000US25027716300,2257,2014-18,54627,5979,101199,6981,47500,8337
13172,25027717100,14000US25027717100,2258,2014-18,104063,15724,109457,9509,33194,29610
13173,25027718100,14000US25027718100,2259,2014-18,98520,8479,110294,13391,39826,11803
13174,25027719100,14000US25027719100,2260,2014-18,107348,22224,120804,21139,68415,12349
13175,25027720100,14000US25027720100,2261,2014-18,134191,12083,137500,11352,65000,38938
13176,25027721101,14000US25027721101,2262,2014-18,84375,8618,89545,8511,58750,9736
13177,25027721102,14000US25027721102,2263,2014-18,104050,8992,110102,8138,46679,17645
13178,25027722100,14000US25027722100,2264,2014-18,68139,9879,82500,33680,51709,19289
13179,25027723100,14000US25027723100,2265,2014-18,68096,7986,77250,12691,19647,4042
13180,25027724100,14000US25027724100,2266,2014-18,72931,8695,80245,8306,41300,21217
13181,25027725100,14000US25027725100,2267,2014-18,73599,5345,90313,11159,38036,21719
13182,25027726100,14000US25027726100,2268,2014-18,89173,9363,95455,10020,71750,18301
13183,25027726200,14000US25027726200,2269,2014-18,56346,7177,88177,21626,26201,6033
13184,25027727100,14000US25027727100,2270,2014-18,99875,24973,120625,21085,26397,22021
13185,25027728100,14000US25027728100,2271,2014-18,108750,17152,120109,13184,51364,16440
13186,25027728200,14000US25027728200,2272,2014-18,120739,7560,123239,7508,43587,23312
13187,25027728300,14000US25027728300,2273,2014-18,91118,14352,105656,7866,37768,14978
13188,25027728400,14000US25027728400,2274,2014-18,103872,5390,105667,3219,0,0
13189,25027729100,14000US25027729100,2275,2014-18,79423,26144,96824,26679,53611,20158
13190,25027729200,14000US25027729200,2276,2014-18,77150,19570,91507,16539,38636,22870
13191,25027730100,14000US25027730100,2277,2014-18,80648,13379,84149,6028,32361,26366
13192,25027730200,14000US25027730200,2278,2014-18,66735,9110,85531,20000,24787,11136
13193,25027730300,14000US25027730300,2279,2014-18,55319,12071,83175,8321,41743,6997
13194,25027730401,14000US25027730401,2280,2014-18,40694,8963,80642,12129,24456,9820
13195,25027730402,14000US25027730402,2281,2014-18,52803,9468,96071,30855,42143,12202
13196,25027730500,14000US25027730500,2282,2014-18,41089,8511,57857,13237,34740,3847
13197,25027730600,14000US25027730600,2283,2014-18,80265,21295,103106,8015,34198,10457
13198,25027730700,14000US25027730700,2284,2014-18,65769,14321,79391,12785,50465,8038
13199,25027730801,14000US25027730801,2285,2014-18,95217,15229,111439,23053,37250,28830
13200,25027730802,14000US25027730802,2286,2014-18,79797,10773,99167,35497,58726,8262
13201,25027730901,14000US25027730901,2287,2014-18,67609,10317,94531,17331,46019,4671
13202,25027730902,14000US25027730902,2288,2014-18,92672,14420,102461,22599,47721,32278
13203,25027731001,14000US25027731001,2289,2014-18,68846,7618,72813,8931,57321,22572
13204,25027731002,14000US25027731002,2290,2014-18,38212,6496,60517,13851,25327,9469
13205,25027731101,14000US25027731101,2291,2014-18,38841,5649,62375,11945,25521,7217
13206,25027731102,14000US25027731102,2292,2014-18,70167,20138,125000,32843,35926,16568
13207,25027731202,14000US25027731202,2293,2014-18,0,0,0,0,0,0
13208,25027731203,14000US25027731203,2294,2014-18,20478,4688,78000,53368,16543,2138
13209,25027731204,14000US25027731204,2295,2014-18,34688,9327,50000,30375,31304,9192
13210,25027731300,14000US25027731300,2296,2014-18,28144,3861,53587,27052,25208,8043
13211,25027731400,14000US25027731400,2297,2014-18,25399,5947,65446,16937,21477,4693
13212,25027731500,14000US25027731500,2298,2014-18,23252,4416,76731,49738,19672,4610
13213,25027731600,14000US25027731600,2299,2014-18,35309,12230,100044,45610,28621,10313
13214,25027731700,14000US25027731700,2300,2014-18,31726,5656,51500,37342,28974,5212
13215,25027731800,14000US25027731800,2301,2014-18,20030,4070,0,0,18721,3951
13216,25027731900,14000US25027731900,2302,2014-18,31769,8188,62260,22067,21838,8563
13217,25027732001,14000US25027732001,2303,2014-18,19083,5569,41500,24477,17972,5927
13218,25027732002,14000US25027732002,2304,2014-18,64733,3981,67203,5239,60556,14789
13219,25027732201,14000US25027732201,2305,2014-18,47839,8742,70313,41526,32792,11408
13220,25027732202,14000US25027732202,2306,2014-18,57857,13212,73854,28978,45785,8211
13221,25027732203,14000US25027732203,2307,2014-18,55176,3540,76691,26839,50357,9649
13222,25027732301,14000US25027732301,2308,2014-18,75449,6423,83350,15674,47396,40207
13223,25027732302,14000US25027732302,2309,2014-18,44000,8978,48646,20389,42175,10649
13224,25027732400,14000US25027732400,2310,2014-18,34207,5626,83068,46671,29890,7349
13225,25027732500,14000US25027732500,2311,2014-18,29015,9362,0,0,27917,11777
13226,25027732600,14000US25027732600,2312,2014-18,43735,7714,65107,15462,39565,11584
13227,25027732700,14000US25027732700,2313,2014-18,32579,6159,60592,55795,32168,5917
13228,25027732801,14000US25027732801,2314,2014-18,66711,9182,72269,12168,54341,12416
13229,25027732802,14000US25027732802,2315,2014-18,61069,7917,79659,22607,31944,12959
13230,25027732901,14000US25027732901,2316,2014-18,50865,18530,83058,9173,29792,10327
13231,25027732902,14000US25027732902,2317,2014-18,0,0,0,0,0,0
13232,25027733000,14000US25027733000,2318,2014-18,37250,4753,41761,27502,35505,4686
13233,25027733101,14000US25027733101,2319,2014-18,60278,16476,66212,10158,30500,22936
13234,25027733102,14000US25027733102,2320,2014-18,64063,10360,74737,9889,38913,9086
13235,25027735100,14000US25027735100,2321,2014-18,74681,13511,93859,13079,33929,20883
13236,25027735200,14000US25027735200,2322,2014-18,95167,12028,105160,7581,72552,24948
13237,25027736100,14000US25027736100,2323,2014-18,82250,20731,94904,14355,41685,10119
13238,25027736200,14000US25027736200,2324,2014-18,89830,14087,103313,5955,27273,14123
13239,25027736300,14000US25027736300,2325,2014-18,73875,9492,80039,10320,38672,17740
13240,25027736400,14000US25027736400,2326,2014-18,84201,8100,91576,9692,0,0
13241,25027736500,14000US25027736500,2327,2014-18,76348,12583,91589,9506,46337,10446
13242,25027737100,14000US25027737100,2328,2014-18,81839,13551,102625,29854,29563,25885
13243,25027737200,14000US25027737200,2329,2014-18,55444,5378,88125,19815,41607,18125
13244,25027737300,14000US25027737300,2330,2014-18,93856,11778,106724,20652,64375,16073
13245,25027738100,14000US25027738100,2331,2014-18,84444,17260,122699,11227,47259,6985
13246,25027738201,14000US25027738201,2332,2014-18,104474,6999,107625,12007,59286,23836
13247,25027738202,14000US25027738202,2333,2014-18,123178,13079,137692,13176,39167,28181
13248,25027739100,14000US25027739100,2334,2014-18,113750,18816,147100,14009,77361,18608
13249,25027739200,14000US25027739200,2335,2014-18,77932,9415,115405,15291,53900,12681
13250,25027739300,14000US25027739300,2336,2014-18,91425,6484,98393,8898,72786,20696
13251,25027739400,14000US25027739400,2337,2014-18,118633,18975,135577,16836,40250,19698
13252,25027739500,14000US25027739500,2338,2014-18,126974,20147,137652,16899,54118,25928
13253,25027740101,14000US25027740101,2339,2014-18,126464,11034,140288,15735,74205,42854
13254,25027740102,14000US25027740102,2340,2014-18,108056,13393,110230,14271,0,0
13255,25027740200,14000US25027740200,2341,2014-18,112000,16298,159938,26318,59219,19406
13256,25027741101,14000US25027741101,2342,2014-18,131089,17302,146682,13620,37125,24749
13257,25027741102,14000US25027741102,2343,2014-18,153393,9342,156289,10882,0,0
13258,25027742300,14000US25027742300,2344,2014-18,81771,12129,134896,16593,52292,6785
13259,25027742401,14000US25027742401,2345,2014-18,184079,15215,183421,14754,203889,101546
13260,25027742402,14000US25027742402,2346,2014-18,131778,13110,178833,27979,90625,14306
13261,25027743100,14000US25027743100,2347,2014-18,124856,10603,146818,21523,32252,15721
13262,25027744101,14000US25027744101,2348,2014-18,94807,5919,105066,10838,44967,26595
13263,25027744102,14000US25027744102,2349,2014-18,98182,8046,106613,7796,49375,18973
13264,25027744200,14000US25027744200,2350,2014-18,82569,16188,97254,8135,38160,13836
13265,25027744300,14000US25027744300,2351,2014-18,56574,5484,80069,14841,49934,9051
13266,25027744400,14000US25027744400,2352,2014-18,71758,14918,90878,18231,48378,20629
13267,25027745100,14000US25027745100,2353,2014-18,107550,4379,109817,11336,93500,35454
13268,25027746100,14000US25027746100,2354,2014-18,132063,22815,153875,16087,86563,30803
13269,25027747101,14000US25027747101,2355,2014-18,95422,13748,103632,13970,51926,16865
13270,25027747102,14000US25027747102,2356,2014-18,78063,13292,115473,13437,32730,4671
13271,25027748100,14000US25027748100,2357,2014-18,78704,7529,96875,14059,44554,16007
13272,25027749100,14000US25027749100,2358,2014-18,109500,16622,118516,14720,77574,36490
13273,25027749200,14000US25027749200,2359,2014-18,80069,19446,104792,12739,49000,24702
13274,25027750100,14000US25027750100,2360,2014-18,71280,16775,105651,14737,40938,16061
13275,25027750200,14000US25027750200,2361,2014-18,93250,18420,115221,15836,51486,33010
13276,25027750300,14000US25027750300,2362,2014-18,59286,19042,98672,26643,28092,17092
13277,25027751101,14000US25027751101,2363,2014-18,100539,14767,101776,12503,31188,9103
13278,25027751102,14000US25027751102,2364,2014-18,113636,12263,116016,12583,74297,36786
13279,25027752100,14000US25027752100,2365,2014-18,95567,4471,106615,17707,53438,12263
13280,25027753100,14000US25027753100,2366,2014-18,78665,13721,103060,13803,37667,22249
13281,25027753200,14000US25027753200,2367,2014-18,60689,10981,74458,12527,0,0
13282,25027754100,14000US25027754100,2368,2014-18,77401,6567,82839,10276,41484,10815
13283,25027754200,14000US25027754200,2369,2014-18,40388,6069,85688,18825,26866,7408
13284,25027754300,14000US25027754300,2370,2014-18,36560,5137,65313,15171,35036,6146
13285,25027754400,14000US25027754400,2371,2014-18,60679,7347,77313,16943,50991,10579
13286,25027755100,14000US25027755100,2372,2014-18,54162,9505,67833,16059,43264,27211
13287,25027755200,14000US25027755200,2373,2014-18,77480,10223,85638,20426,41915,21157
13288,25027756101,14000US25027756101,2374,2014-18,73424,23014,101111,12155,40197,20735
13289,25027756102,14000US25027756102,2375,2014-18,107364,10549,116790,10277,44127,20746
13290,25027757100,14000US25027757100,2376,2014-18,50494,5263,64075,9589,40536,7985
13291,25027757200,14000US25027757200,2377,2014-18,29531,8666,69000,16132,24478,6915
13292,25027757300,14000US25027757300,2378,2014-18,35977,4929,44375,24350,34274,5457
13293,25027757400,14000US25027757400,2379,2014-18,70142,6283,77552,11232,50313,17281
13294,25027757500,14000US25027757500,2380,2014-18,72358,16174,95063,9417,32639,6763
13295,25027758101,14000US25027758101,2381,2014-18,79375,27784,87000,17052,50833,37965
13296,25027758102,14000US25027758102,2382,2014-18,96571,19814,111144,12353,54714,15887
13297,25027759100,14000US25027759100,2383,2014-18,84444,6391,86581,6788,65536,31102
13298,25027760100,14000US25027760100,2384,2014-18,68125,11348,69120,12755,58750,24306
13299,25027761100,14000US25027761100,2385,2014-18,69851,28114,84936,13594,0,0
13300,25027761200,14000US25027761200,2386,2014-18,77938,13192,94974,36607,69149,11976
13301,25027761300,14000US25027761300,2387,2014-18,94122,14290,111094,13306,51510,22079
13302,25027761400,14000US25027761400,2388,2014-18,148625,17056,153125,15374,52059,29902
