case_action_id	case_id	actor	action	description	date_time	file_reference_number	last_indexed
671324	671320	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-13 00:00:00	0	2017-02-05 14:49:43
671604	671600	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-23 00:00:00	0	2017-02-05 14:49:43
671606	671600	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-23 00:00:00	0	2017-02-05 14:49:43
671814	671811	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-13 00:00:00	0	2017-02-05 14:49:43
671815	671811	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-13 00:00:00	0	2017-02-05 14:49:43
675061	675058	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-15 00:00:00	0	2017-02-05 14:49:43
675062	675058	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-15 00:00:00	0	2017-02-05 14:49:43
675529	675526	Administrator/trix	Petition for Administration	Petition for Administration	2012-01-18 00:00:00	0	2017-02-05 14:49:43
675531	675526	Administrator/trix	Certificate of Death filed	Certificate of Death ( original in 11P0267)	2012-01-18 00:00:00	0	2017-02-05 14:49:43
675957	675954	Administrator/trix	Petition for Administration	Petition for Administration	2012-01-18 00:00:00	0	2017-02-05 14:49:43
675959	675954	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-01-18 00:00:00	0	2017-02-05 14:49:43
680243	680240	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-23 00:00:00	0	2017-02-05 14:49:43
680247	680240	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-23 00:00:00	0	2017-02-05 14:49:43
683397	683394	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-16 00:00:00	0	2017-02-05 14:49:43
683399	683394	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-16 00:00:00	0	2017-02-05 14:49:43
683409	683394	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate filed by John E. Meaney April 1, 2010	2010-04-01 00:00:00	0	2017-02-05 14:49:43
685668	685665	Administrator/trix	Petition for Administration	Petition for Administration	2012-01-23 00:00:00	0	2017-02-05 14:49:43
685670	685665	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-01-23 00:00:00	0	2017-02-05 14:49:43
686215	686212	Administrator/trix	Petition for Administration	Petition for Administration	2012-01-24 00:00:00	0	2017-02-05 14:49:43
686217	686212	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-01-24 00:00:00	0	2017-02-05 14:49:43
686224	686212	Administrator/trix	Petition for Sale of Real Esta	Petition for sale of Real Estate	2012-05-31 00:00:00	0	2017-02-05 14:49:43
687965	687962	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-16 00:00:00	0	2017-02-05 14:49:43
687970	687962	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-26 00:00:00	0	2017-02-05 14:49:43
691000	690997	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-26 00:00:00	0	2017-02-05 14:49:43
691003	690997	Administrator/trix	Petition for Administration	Petition for Administration DBN	2010-08-26 00:00:00	0	2017-02-05 14:49:43
692094	692091	Administrator/trix	Petition for Administration	Petition for Administration	2012-01-26 00:00:00	0	2017-02-05 14:49:43
692096	692091	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-01-26 00:00:00	0	2017-02-05 14:49:43
692110	692091	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-11-26 00:00:00	0	2017-02-05 14:49:43
697337	697334	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-26 00:00:00	0	2017-02-05 14:49:43
697340	697334	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-26 00:00:00	0	2017-02-05 14:49:43
698712	698709	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-26 00:00:00	0	2017-02-05 14:49:43
698715	698709	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-26 00:00:00	0	2017-02-05 14:49:43
698721	698709	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-03-03 00:00:00	0	2017-02-05 14:49:43
700421	700418	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-18 00:00:00	0	2017-02-05 14:49:43
700422	700418	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-18 00:00:00	0	2017-02-05 14:49:43
700430	700418	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-12-28 00:00:00	0	2017-02-05 14:49:43
701330	701327	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-24 00:00:00	0	2017-02-05 14:49:43
701334	701327	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-24 00:00:00	0	2017-02-05 14:49:43
701341	701327	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-03-03 00:00:00	0	2017-02-05 14:49:43
701953	701950	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-26 00:00:00	0	2017-02-05 14:49:43
701956	701950	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-26 00:00:00	0	2017-02-05 14:49:43
708398	708395	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-07 00:00:00	0	2017-02-05 14:49:43
708399	708395	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-07 00:00:00	0	2017-02-05 14:49:43
708400	708395	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-06-07 00:00:00	0	2017-02-05 14:49:43
708401	708395	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-06-07 00:00:00	0	2017-02-05 14:49:43
708409	708395	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-06-27 00:00:00	0	2017-02-05 14:49:43
709770	709766	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-07 00:00:00	0	2017-02-05 14:49:43
709771	709766	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-07 00:00:00	0	2017-02-05 14:49:43
709772	709766	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-06-07 00:00:00	0	2017-02-05 14:49:43
712113	712110	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-19 00:00:00	0	2017-02-05 14:49:43
712114	712110	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-19 00:00:00	0	2017-02-05 14:49:43
714554	714549	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-22 00:00:00	0	2017-02-05 14:49:43
714556	714549	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-03-22 00:00:00	0	2017-02-05 14:49:43
714557	714549	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-03-22 00:00:00	0	2017-02-05 14:49:43
714558	714549	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-22 00:00:00	0	2017-02-05 14:49:43
715031	715028	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-19 00:00:00	0	2017-02-05 14:49:43
715032	715028	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-19 00:00:00	0	2017-02-05 14:49:43
715033	715028	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-10-19 00:00:00	0	2017-02-05 14:49:43
715035	715028	Administrator/trix	UCC filed	Uniform Counsel Certification Form Filed by Giannpiero Spino	2011-10-19 00:00:00	0	2017-02-05 14:49:43
715036	715028	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2011-10-19 00:00:00	0	2017-02-05 14:49:43
715655	715652	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-07 00:00:00	0	2017-02-05 14:49:43
715656	715652	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-07 00:00:00	0	2017-02-05 14:49:43
715660	715652	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-08-18 00:00:00	0	2017-02-05 14:49:43
718961	718958	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-27 00:00:00	0	2017-02-05 14:49:43
718962	718958	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-08-27 00:00:00	0	2017-02-05 14:49:43
718964	718958	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-27 00:00:00	0	2017-02-05 14:49:43
719532	719529	Administrator/trix	Petition for Administration	Petition for Administration	2012-02-06 00:00:00	0	2017-02-05 14:49:43
719533	719529	Administrator/trix	Bond without sureties filed	Bond without Sureties	2012-02-06 00:00:00	0	2017-02-05 14:49:43
719534	719529	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-02-06 00:00:00	0	2017-02-05 14:49:43
719535	719529	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-02-06 00:00:00	0	2017-02-05 14:49:43
726299	726296	Administrator/trix	Petition for Administration	Petition for Administration	2012-02-08 00:00:00	0	2017-02-05 14:49:43
726300	726296	Administrator/trix	Bond with sureties filed	Bond with Sureties	2012-02-08 00:00:00	0	2017-02-05 14:49:43
726301	726296	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-02-08 00:00:00	0	2017-02-05 14:49:43
726302	726296	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-02-08 00:00:00	0	2017-02-05 14:49:43
726308	726296	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement

Attorney: Sisto, Esq., James J	2013-09-03 00:00:00	0	2017-02-05 14:49:43
727808	727805	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-20 00:00:00	0	2017-02-05 14:49:43
727809	727805	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-08-20 00:00:00	0	2017-02-05 14:49:43
727810	727805	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-08-20 00:00:00	0	2017-02-05 14:49:43
727811	727805	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-20 00:00:00	0	2017-02-05 14:49:43
729677	729672	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-01 00:00:00	0	2017-02-05 14:49:43
729681	729672	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-01 00:00:00	0	2017-02-05 14:49:43
729688	729672	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-28 00:00:00	0	2017-02-05 14:49:43
733408	733402	Administrator/trix	Petition for Administration	Petition for Administration CTA	2012-02-09 00:00:00	0	2017-02-05 14:49:43
733409	733402	Administrator/trix	Bond without sureties filed	Bond without Sureties	2012-02-09 00:00:00	0	2017-02-05 14:49:43
733410	733402	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-02-09 00:00:00	0	2017-02-05 14:49:43
733411	733402	Administrator/trix	Certificate of Death filed	Certificate of Death of John Francis Quirk, Jr.	2012-02-09 00:00:00	0	2017-02-05 14:49:43
733412	733402	Administrator/trix	Copy of will filed	Will, dated 6/29/1995	2012-02-09 00:00:00	0	2017-02-05 14:49:43
733413	733402	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-02-09 00:00:00	0	2017-02-05 14:49:43
733431	733402	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-04-02 00:00:00	0	2017-02-05 14:49:43
734467	734464	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-21 00:00:00	0	2017-02-05 14:49:43
734468	734464	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-21 00:00:00	0	2017-02-05 14:49:43
736205	736202	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-23 00:00:00	0	2017-02-05 14:49:43
736206	736202	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-23 00:00:00	0	2017-02-05 14:49:43
736209	736202	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-04-30 00:00:00	0	2017-02-05 14:49:43
736210	736202	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-05-03 00:00:00	0	2017-02-05 14:49:43
736215	736202	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-05-03 00:00:00	0	2017-02-05 14:49:43
737815	737812	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-31 00:00:00	0	2017-02-05 14:49:43
737817	737812	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-08-31 00:00:00	0	2017-02-05 14:49:43
737820	737812	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-31 00:00:00	0	2017-02-05 14:49:43
737827	737812	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-11-03 00:00:00	0	2017-02-05 14:49:43
738335	738332	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-10 00:00:00	0	2017-02-05 14:49:43
738336	738332	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-10 00:00:00	0	2017-02-05 14:49:43
739950	739946	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-23 00:00:00	0	2017-02-05 14:49:43
739951	739946	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-03-23 00:00:00	0	2017-02-05 14:49:43
739952	739946	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-23 00:00:00	0	2017-02-05 14:49:43
740801	740798	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-23 00:00:00	0	2017-02-05 14:49:43
740802	740798	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-23 00:00:00	0	2017-02-05 14:49:43
740804	740798	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-03-24 00:00:00	0	2017-02-05 14:49:43
740811	740798	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-09-12 00:00:00	0	2017-02-05 14:49:43
741075	741072	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-01 00:00:00	0	2017-02-05 14:49:43
741077	741072	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-01 00:00:00	0	2017-02-05 14:49:43
741078	741072	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-01 00:00:00	0	2017-02-05 14:49:43
742830	742827	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-01 00:00:00	0	2017-02-05 14:49:43
742832	742827	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-01 00:00:00	0	2017-02-05 14:49:43
742834	742827	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-01 00:00:00	0	2017-02-05 14:49:43
746779	746776	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-09 00:00:00	0	2017-02-05 14:49:43
746780	746776	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-09 00:00:00	0	2017-02-05 14:49:43
752486	752483	Administrator/trix	Petition for Administration	Petition for Administration	2010-01-24 00:00:00	0	2017-02-05 14:49:43
752487	752483	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-24 00:00:00	0	2017-02-05 14:49:43
752488	752483	Administrator/trix	Bond with sureties filed	Bond with Sureties	2011-01-24 00:00:00	0	2017-02-05 14:49:43
752490	752483	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2011-02-22 00:00:00	0	2017-02-05 14:49:43
757930	757926	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-03 00:00:00	0	2017-02-05 14:49:43
757932	757926	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-03 00:00:00	0	2017-02-05 14:49:43
757933	757926	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-03 00:00:00	0	2017-02-05 14:49:43
769667	769663	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-25 00:00:00	0	2017-02-05 14:49:43
769668	769663	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-25 00:00:00	0	2017-02-05 14:49:43
769670	769663	Administrator/trix	Appointment of agent filed	Appointment of Agent	2011-10-25 00:00:00	0	2017-02-05 14:49:43
776621	776617	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-27 00:00:00	0	2017-02-05 14:49:43
776622	776617	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-27 00:00:00	0	2017-02-05 14:49:43
776625	776617	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2011-12-23 00:00:00	0	2017-02-05 14:49:43
776631	776617	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-09-07 00:00:00	0	2017-02-05 14:49:43
776838	776835	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-11 00:00:00	0	2017-02-05 14:49:43
776839	776835	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-11 00:00:00	0	2017-02-05 14:49:43
777801	777798	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-26 00:00:00	0	2017-02-05 14:49:43
777802	777798	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-10-26 00:00:00	0	2017-02-05 14:49:43
777975	777972	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-09 00:00:00	0	2017-02-05 14:49:43
777978	777972	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-09 00:00:00	0	2017-02-05 14:49:43
777983	777972	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-10-22 00:00:00	0	2017-02-05 14:49:43
778636	778633	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-19 00:00:00	0	2017-02-05 14:49:43
778637	778633	Administrator/trix	Bond with sureties filed	Bond with Sureties	2011-01-19 00:00:00	0	2017-02-05 14:49:43
778638	778633	Administrator/trix	UCC filed	Uniform Counsel Certification Form Filed by Attorney Sherill R. Gould	2011-01-19 00:00:00	0	2017-02-05 14:49:43
778639	778633	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-19 00:00:00	0	2017-02-05 14:49:43
779864	779861	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-09 00:00:00	0	2017-02-05 14:49:43
779866	779861	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-09 00:00:00	0	2017-02-05 14:49:43
779867	779861	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-09 00:00:00	0	2017-02-05 14:49:43
779878	779861	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-10-03 00:00:00	0	2017-02-05 14:49:43
781331	781327	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-27 00:00:00	0	2017-02-05 14:49:43
781332	781327	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-27 00:00:00	0	2017-02-05 14:49:43
781333	781327	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-10-27 00:00:00	0	2017-02-05 14:49:43
784189	784186	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-19 00:00:00	0	2017-02-05 14:49:43
784190	784186	Administrator/trix	Bond with sureties filed	Bond with Sureties	2011-01-19 00:00:00	0	2017-02-05 14:49:43
784192	784186	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-19 00:00:00	0	2017-02-05 14:49:43
784197	784186	Administrator/trix	Petition for Order of Complete	Citation on Petition for Order of Complete Settlement requesting to approve an accounting, determine heirs, compel or approve a distribution, adjudicate a final settlement issued.	2013-12-20 00:00:00	0	2017-02-05 14:49:43
789396	789393	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-08 00:00:00	0	2017-02-05 14:49:43
789398	789393	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-08 00:00:00	0	2017-02-05 14:49:43
789399	789393	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-08 00:00:00	0	2017-02-05 14:49:43
789858	789855	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-31 00:00:00	0	2017-02-05 14:49:43
789859	789855	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-31 00:00:00	0	2017-02-05 14:49:43
789860	789855	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-10-31 00:00:00	0	2017-02-05 14:49:43
790307	790303	Administrator/trix	Certificate of Death filed	Certificate of Death &  Affidavit As To Domicile	2011-01-19 00:00:00	0	2017-02-05 14:49:43
790308	790303	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-01-19 00:00:00	0	2017-02-05 14:49:43
790311	790303	Administrator/trix	Petition for Administration	Petition for Administration CTA	2011-01-19 00:00:00	0	2017-02-05 14:49:43
790605	790602	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-09-10 00:00:00	0	2017-02-05 14:49:43
790607	790602	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-09-10 00:00:00	0	2017-02-05 14:49:43
790608	790602	Administrator/trix	Petition for Administration	Petition for Administration	2010-09-10 00:00:00	0	2017-02-05 14:49:43
791077	791073	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-31 00:00:00	0	2017-02-05 14:49:43
791078	791073	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-31 00:00:00	0	2017-02-05 14:49:43
791441	791438	Administrator/trix	Petition for Administration	Petition for Administration	2012-03-13 00:00:00	0	2017-02-05 14:49:43
791442	791438	Administrator/trix	Bond without sureties filed	Bond without Sureties	2012-03-13 00:00:00	0	2017-02-05 14:49:43
791443	791438	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-03-13 00:00:00	0	2017-02-05 14:49:43
791444	791438	Administrator/trix	Certificate of Death filed	Certificate of Death (copy-original in 97P0660)	2012-03-13 00:00:00	0	2017-02-05 14:49:43
791449	791438	Administrator/trix	Affidavit filed	Affidavit of Indigency Filed	2012-04-05 00:00:00	0	2017-02-05 14:49:43
802298	802295	Administrator/trix	Petition for Administration	Petition for Administration	2012-03-19 00:00:00	0	2017-02-05 14:49:43
802299	802295	Administrator/trix	Bond without sureties filed	Bond without Sureties	2012-03-19 00:00:00	0	2017-02-05 14:49:43
802300	802295	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-03-19 00:00:00	0	2017-02-05 14:49:43
802301	802295	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-03-19 00:00:00	0	2017-02-05 14:49:43
802302	802295	Administrator/trix	Appointment of agent filed	Appointment of Agent	2012-03-19 00:00:00	0	2017-02-05 14:49:43
802311	802295	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-08-07 00:00:00	0	2017-02-05 14:49:43
802315	802295	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-05-23 00:00:00	0	2017-02-05 14:49:43
804534	804531	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-20 00:00:00	0	2017-02-05 14:49:43
804535	804531	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-01-20 00:00:00	0	2017-02-05 14:49:43
804537	804531	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-20 00:00:00	0	2017-02-05 14:49:43
804765	804762	Administrator/trix	Petition for Administration	Petition for Administration	2011-11-03 00:00:00	0	2017-02-05 14:49:43
804766	804762	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-11-03 00:00:00	0	2017-02-05 14:49:43
810303	810300	Administrator/trix	Petition for Administration	Petition for Administration	2012-03-23 00:00:00	0	2017-02-05 14:49:43
810304	810300	Administrator/trix	Bond without sureties filed	Bond without Sureties	2012-03-23 00:00:00	0	2017-02-05 14:49:43
810305	810300	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-03-23 00:00:00	0	2017-02-05 14:49:43
810306	810300	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-03-23 00:00:00	0	2017-02-05 14:49:43
812431	812425	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-11-04 00:00:00	0	2017-02-05 14:49:43
815987	815982	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-31 00:00:00	0	2017-02-05 14:49:43
815988	815982	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-03-31 00:00:00	0	2017-02-05 14:49:43
815989	815982	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-03-31 00:00:00	0	2017-02-05 14:49:43
815990	815982	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-31 00:00:00	0	2017-02-05 14:49:43
815998	815982	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-08-29 00:00:00	0	2017-02-05 14:49:43
816471	816468	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-15 00:00:00	0	2017-02-05 14:49:43
816472	816468	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-15 00:00:00	0	2017-02-05 14:49:43
816473	816468	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-06-15 00:00:00	0	2017-02-05 14:49:43
816475	816468	Administrator/trix	UCC filed	Uniform Counsel Certification Form Filed by Daniel W. Doherty, Esq.	2010-06-15 00:00:00	0	2017-02-05 14:49:43
825582	825579	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-15 00:00:00	0	2017-02-05 14:49:43
825583	825579	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-15 00:00:00	0	2017-02-05 14:49:43
825585	825579	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-06-15 00:00:00	0	2017-02-05 14:49:43
825586	825579	Administrator/trix	UCC filed	Uniform Counsel Certification Form Filed by James P. Maselan	2010-06-15 00:00:00	0	2017-02-05 14:49:43
827410	827407	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-21 00:00:00	0	2017-02-05 14:49:43
827411	827407	Administrator/trix	Bond with sureties filed	Bond with Sureties	2011-01-21 00:00:00	0	2017-02-05 14:49:43
827412	827407	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-21 00:00:00	0	2017-02-05 14:49:43
827413	827407	Administrator/trix	UCC filed	Uniform Counsel Certification Form Filed by

Attorney Cournoyer Jr., Esq., Gerald S	2011-01-24 00:00:00	0	2017-02-05 14:49:43
829019	829016	Administrator/trix	Petition for Administration	Petition for Administration	2011-11-07 00:00:00	0	2017-02-05 14:49:43
829020	829016	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-11-07 00:00:00	0	2017-02-05 14:49:43
829021	829016	Administrator/trix	Appointment of agent filed	Appointment of Agent	2011-11-22 00:00:00	0	2017-02-05 14:49:43
829022	829016	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-11-22 00:00:00	0	2017-02-05 14:49:43
831965	831962	Administrator/trix	Petition for Administration	Petition for Administration	2010-06-16 00:00:00	0	2017-02-05 14:49:43
831966	831962	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-06-16 00:00:00	0	2017-02-05 14:49:43
831974	831962	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-09-27 00:00:00	0	2017-02-05 14:49:43
834700	834697	Administrator/trix	Petition for Administration	Petition for Appointment of Public Administrator	2014-09-18 00:00:00	0	2017-02-05 14:49:43
834701	834697	Administrator/trix	Certificate of Death filed	Certificate of Death	2014-09-18 00:00:00	0	2017-02-05 14:49:43
834703	834697	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2014-09-18 00:00:00	0	2017-02-05 14:49:43
837410	837407	Administrator/trix	Petition for Administration	Petition for Administration	2011-11-09 00:00:00	0	2017-02-05 14:49:43
837411	837407	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-11-09 00:00:00	0	2017-02-05 14:49:43
837412	837407	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-11-09 00:00:00	0	2017-02-05 14:49:43
837414	837407	Administrator/trix	Appointment of agent filed	Appointment of Agent	2011-11-09 00:00:00	0	2017-02-05 14:49:43
837420	837407	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-08-15 00:00:00	0	2017-02-05 14:49:43
837422	837407	Administrator/trix	Petition for Sale of Real Esta	Motion to Amend Petition for Sale of Real Estate and Waive Citation as to Amended Petition for Sale of Real Estate	2012-10-12 00:00:00	0	2017-02-05 14:49:43
837423	837407	Administrator/trix	Petition for Sale of Real Esta	Amended Petition for Sale of Real Estate	2012-10-12 00:00:00	0	2017-02-05 14:49:43
837426	837407	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2012-10-17 00:00:00	0	2017-02-05 14:49:43
