,name,type,address,zip,lat,lon
2561,Rosedale Grocery,grocery,547 Washington St,2111.0,42.35390472412109,-71.06257629394531
2562,Town Conveinience,grocery,40 Boylston St,2111.0,42.352250114765,-71.0638495578093
2563,Beacon Groups Health Care,healthcare,177 Tremont St,2111.0,42.352993,-71.064054
2564,45 Stuart Street,park,45 Stuart St,2111.0,42.35126113891602,-71.06401824951172
2565,C Mart Supermarket,grocery,692 Washington St,2111.0,42.351223,-71.062464
2566,Eden's Garden Bodywork,healthcare,17-23 Beach St,2111.0,42.35132,-71.062
2567,Oriental Massage,healthcare,17 Beach St,2111.0,42.351332,-71.061857
2568,Family Dental LLC,healthcare,65 Harrison Ave Ste 418,2111.0,42.351283,-71.061531
2569,Unite Here,healthcare,33 Harrison Ave 8th Fl,2111.0,42.351692,-71.061583
2570,Great Neck Healthy Food Ma Inc,supermarket,38 Beach St,2111.0,42.35166,-71.06157
2571,99 Hersey Place,park,99 Hersey Pl,2111.0,42.35218811035156,-71.06157684326172
2572,Can’t Be Beat Health Insurance,healthcare,116 Hudson St,2111.0,42.3484716240029,-71.0608868171501
2573,Tai Tung Pharmacy,healthcare,256 Harrison Ave,2111.0,42.3476380083127,-71.0625861064851
2574,Asian Pacific Seafood Trading Con Inc,grocery,216 Harrison Ave,2111.0,42.3479806098281,-71.0620785650796
2575,Bao Min Yee DMD PC,healthcare,228 Harrison Ave,2111.0,42.34786,-71.06169
2576,Trustees Of Tufts College Inc.,healthcare,200 Harrison Ave,2111.0,42.34842681884766,-71.06217193603516
2577,Harvard Street Community Market,grocery,57 Harvard St,2111.0,42.349329,-71.061126
2578,Cardiovascular Clinical Studies,healthcare,75 Kneeland St Ste 702,2111.0,42.350149,-71.060625
2579,Tufts Center-Study Of Drug Dev,healthcare,75 Kneeland St Ste 1100,2111.0,42.350135,-71.060643
2580,Stuart B Levy MD,healthcare,136 Harrison Ave,2111.0,42.34981918334961,-71.06149291992188
2581,Kind Traumatology Recovered Center,healthcare,63 Harrison Ave,2111.0,42.351253,-71.061118
2582,Jian Min Massage Therapy,healthcare,12 Tyler St,2111.0,42.3509,-71.060491
2583,Chiropractic Hip Pain Cure,healthcare,10 Tyler St,2111.0,42.350982,-71.060461
2584,Twin Dragon Seafood Inc,grocery,10A Tyler St,2111.0,42.350981,-71.060474
2585,Atlantic to Hudson,supermarket,18 Hudson St,2111.0,42.35053634643555,-71.0599594116211
2586,Form Health,healthcare,170 Lincoln St 4th Floor,2111.0,42.350531,-71.059096
2587,United Foods Corp,grocery,170 Lincoln St,2111.0,42.350638,-71.058389
2588,Joseph Y Ng D.M.D.P.C.,healthcare,180 Lincoln St Ste 2A,2111.0,42.350526,-71.058384
2589,Anthony David Stamp Massage,healthcare,180 Lincoln St Ste 4,2111.0,42.350526,-71.058384
2590,"Innovative Reproductive Solutions, Inc",healthcare,180 Lincoln St Ste 4,2111.0,42.350537,-71.058387
2591,mavencare,healthcare,745 Atlantic Ave Ste 209,2111.0,42.350307,-71.057105
2592,Rose Kennedy Greenway,park,185 Kneeland St,2111.0,42.348748,-71.057858
2593,Fidelity Health & Wellness Center,healthcare,245 Summer St Ste 1100,2111.0,42.3514,-71.05385
2594,Careport Health,healthcare,250 Summer St,2111.0,42.350385,-71.05464
2595,New England Medical,healthcare,35 Kneeland St,2111.0,42.35052108764648,-71.06198120117188
2596,Tufts University Dental Group,healthcare,145 Harrison Ave,2111.0,42.350032,-71.062266
2597,Tufts Children's Hospital Pediatric Nephrology,hospital,"755 Washington Street, Floating Building, 3rd Floor",2111.0,42.3491559043132,-71.0633672549775
2598,Tufts Medical Center,hospital,800 Washington St,2111.0,42.3494545560042,-71.0634338253922
2599,Tufts Medical Center Physicians Organization,hospital,800 Washington St,2111.0,42.349212,-71.063696
2600,Pratt Building,hospital,"800 Washington Street, Pratt Building",2111.0,42.34945,-71.06365
2601,Tufts Medical Center and Shields MRI,healthcare,800 Washington Street,2111.0,42.349512,-71.063308
2602,"Aaron Dickstein, MD",hospital,"800 Washington Street, Proger Building, Floor 3",2111.0,42.349512,-71.063308
2603,Antimicrobial Stewardship Consulting Services,healthcare,800 Washington Street,2111.0,42.349512,-71.063308
2604,Metropolitan Garage-Boston,park,28 Ash St,2111.0,42.34903717041016,-71.06339263916016
2605,Tufts Medical Center Otolaryngology,hospital,800 Washington St 5th Fl,2111.0,42.348685,-71.063874
2606,Tufts Medical Center Plastic Surgery,healthcare,"860 Washington Street, South Building, 4th Floor",2111.0,42.348611,-71.063769
2607,Tufts Medical Center Cardiac Surgery,healthcare,"860 Washington Street, South Building, 6th Floor",2111.0,42.348628,-71.06353
2608,"Elie Rebeiz, MD, FACS",healthcare,"860 Washington Street, South Building, Floor 1",2111.0,42.34861,-71.063753
2609,"Martin D. Goodman, MD",healthcare,"860 Washington Street, South Building, 4th Floor",2111.0,42.348614,-71.06376
2610,"Jonathon Sillman, MD, FACS",healthcare,"860 Washington Street, South Building, Floor 1",2111.0,42.348647,-71.063723
2611,Tufts Medical Center Transplant Surgery,healthcare,"860 Washington Street, South Building, 4th Floor",2111.0,42.348653,-71.063728
2612,"Arnold Lee, MD",healthcare,"860 Washington Street, South Building, Floor 1",2111.0,42.348653,-71.063731
2613,MBTA-New England Medical Center,hospital,750 Washington St,2111.0,42.349558,-71.063585
2614,Travel Geographic Medicine Center,healthcare,750 Washington St Ste 41,2111.0,42.349542,-71.063455
2615,"Harmony Allison, MD",healthcare,"800 Washington Street, Proger Building, Floor 3",2111.0,42.349587,-71.063425
2616,Randolph Peter,healthcare,750 Washington St,2111.0,42.349542,-71.063455
2617,Sue Ann P Ponte PNP,healthcare,750 Washington St,2111.0,42.349542,-71.063455
2618,Kim Julie,healthcare,750 Washington St,2111.0,42.349542,-71.063455
2619,Nikpoor Nayer,healthcare,750 Washington St,2111.0,42.349542,-71.063455
2620,Marianne E Broderick NP,healthcare,750 Washington St,2111.0,42.349542,-71.063455
2621,Nemc,healthcare,830 Washington St,2111.0,42.350166,-71.06271
2622,Proger Building,hospital,"800 Washington Street, Proger Building",2111.0,42.349938,-71.063359
2623,"Emergency Dept, Tufts Medical Center",hospital,830 Washington St,2111.0,42.350166,-71.06271
2624,Tufts Children's Hospital Pediatric Emergency Services,hospital,830 Washington St,2111.0,42.350166,-71.06271
2625,Durgham Rashed,healthcare,755 Washington St,2111.0,42.350413,-71.063013
2626,Davis Trevor,healthcare,755 Washington St,2111.0,42.350413,-71.063013
2627,Cordova Mario,healthcare,755 Washington St,2111.0,42.350413,-71.063013
2628,Bellonci Christopher,healthcare,755 Washington St,2111.0,42.350413,-71.063013
2629,Chwals Walter,healthcare,755 Washington St,2111.0,42.350413,-71.063013
2630,Yumi Ogata,healthcare,1 Kneeland St,2111.0,42.350758,-71.06286
2631,Aphrodite Tantiras DMD,healthcare,1 Kneeland St,2111.0,42.35076,-71.062908
2632,Adrienne M Nguyen DDS,healthcare,1 Kneeland St,2111.0,42.35076,-71.062908
2633,Jim Ruckman DDS,healthcare,1 Kneeland St,2111.0,42.35066604614258,-71.06279754638672
2634,Tupper Building,healthcare,15 Kneeland St,2111.0,42.35066223144531,-71.06240844726562
2635,"Lori B. Olans, MD, MPH",healthcare,"800 Washington Street, Proger Building, 3rd Floor",2111.0,42.349705,-71.06313
2636,Deterling Ralph A Jr Surg,healthcare,171 Harrison Ave,2111.0,42.349707,-71.06245
2637,Donowitz Mark,healthcare,171 Harrison Ave,2111.0,42.349707,-71.06245
2638,Chang Te Wen MD,healthcare,171 Harrison Ave,2111.0,42.34962463378906,-71.06241607666016
2639,Tufts MC COVID-19 Testing Site,healthcare,"171 Harrison Ave, Tye Pavilion",2111.0,42.349414,-71.062293
2640,Tufts Medical Center Physical and Occupational Therapy,healthcare,185 Harrison Ave Ground Floor,2111.0,42.348958,-71.062641
2641,"Luis B Suarez, Md",healthcare,185 Harrison Ave,2111.0,42.34902191162109,-71.0624008178711
2642,Physicians Of Tufts-Nemc,hospital,185 Harrison Ave,2111.0,42.348958,-71.062641
2643,Lun Fat Produce,grocery,227 Harrison Ave,2111.0,42.3476653951759,-71.0628587658799
2644,New England Foods,grocery,225 Harrison Ave,2111.0,42.34775543212891,-71.06293487548828
2645,Herbert H Hau DDS,healthcare,228 Harrison Ave,2111.0,42.34754943847656,-71.06275939941406
2646,Stephen W Louie,healthcare,228 Harrison Ave,2111.0,42.34754943847656,-71.06275939941406
2647,Shour Yi Hong Inc,healthcare,890 Washington St,2111.0,42.348042,-71.063991
2648,Health Centers Mass League Of Community,healthcare,885 Washington St,2111.0,42.347942,-71.064834
2649,Abcd Inc,healthcare,885 Washington St,2111.0,42.347912,-71.064689
2650,Boston Health Center,healthcare,885 Washington St Ste 1,2111.0,42.347912,-71.064689
2651,American Red Cross Blood Donation Center,healthcare,274 Tremont St,2111.0,42.349776,-71.06474
2652,Tufts Tremont Street Garage,hospital,274 Tremont st.,2111.0,42.349774,-71.064735
2653,290 Tremont Street Lot,park,290 Tremont St,2111.0,42.34928512573242,-71.0648422241211
2654,290 Tremont Street,park,290 Tremont St,2111.0,42.34928512573242,-71.0648422241211
2655,New England Eye Center - Boston,healthcare,"260 Tremont Street Biewend Building, 9th-11th Floors",2111.0,42.350278,-71.065037
2656,Tufts-New England Medical Center Garage,park,274 Tremont St,2111.0,42.34991073608398,-71.06501770019531
2657,Tufts Medical Center Stroke Center,healthcare,"260 Tremont Street, Biewend Building, 12th Floor",2111.0,42.350478,-71.064834
2658,Tufts Medical Center Neurocritical Care Program,healthcare,"260 Tremont Street, Biewend Building, 12th Floor",2111.0,42.350473,-71.06485
2659,Tufts Medical Center Stroke and Young Adults (SAYA) Program,healthcare,"260 Tremont Street, Biewend Building",2111.0,42.350371,-71.064819
2660,Tufts Medical Center Total Joint Replacement,healthcare,"260 Tremont Street, Biewend Building, 8th Floor",2111.0,42.350364,-71.064713
2661,Tufts Medical Center Orthopedics,healthcare,260 Tremont St 7th Fl,2111.0,42.350474,-71.064919
2662,"Tufts Medical Center Pulmonary, Critical Care and Sleep Medicine",healthcare,260 Tremont St 3rd Fl,2111.0,42.350474,-71.064919
2663,"Natalia E. Plotnikova,MD",hospital,"260 Tremont Street, Biewend Building, 13th and 14th Floors",2111.0,42.350565,-71.064857
2664,Tufts Medical Center - Neuromuscular Disorders Program,healthcare,"260 Tremont Street, Biewend Building, 12th Floor",2111.0,42.350396,-71.064366
2665,Tufts Medical Center Epilepsy Program,healthcare,"260 Tremont Street, Biewend Building, 12th Floor",2111.0,42.350379,-71.064538
2666,Tufts Medical Center Sports Medicine and Shoulder Program,healthcare,"260 Tremont Street, Biewend Building, 7th Floor",2111.0,42.350382,-71.064548
2667,Tufts Medical Center Movement Disorders Program,healthcare,"260 Tremont Street, Biewend Building, 12th Floor",2111.0,42.350382,-71.064548
2668,"Jeffrey Sobell, MD",hospital,"260 Tremont Street, Biewend Building, Floor 13",2111.0,42.350452,-71.064428
2669,"Chandrasek Krishnan, MD",healthcare,"260 Tremont Street, Biewend Building, Floor 10",2111.0,42.35042,-71.064469
2670,"Pedram Hamrah, MD",healthcare,"260 Tremont Street, Biewend Buidling, Floor 9-11",2111.0,42.350487,-71.064367
2671,"Ronald M. Lechan, MD, PhD",hospital,"260 Tremont Street, Biewend Building, 2nd Floor",2111.0,42.350368,-71.064433
2672,"Jacqueline T. Kung, MD",hospital,"260 Tremont Street, Biewend Building, Floor 2",2111.0,42.350354,-71.064465
2673,New England Medical Center-Nutrition Center,healthcare,711 Washington St Ste 5,2111.0,42.35058,-71.06361
2674,"Lisa Ceglia, MD",healthcare,"800 Washington Street, Biewend Building, 2nd Floor",2111.0,42.350549,-71.063635
2675,"Raymond L. Comenzo, MD",healthcare,"800 Washington Street, North Building, Floor 7",2111.0,42.350465,-71.06368
2676,"Joel Weinstock, MD",healthcare,"800 Washington Street, Proger Building, Floor 3",2111.0,42.350438,-71.063681
2677,Tufts Medical Center Neurorehabilitation Program,healthcare,"800 Washington Street, North Building, 7th Floor",2111.0,42.350389,-71.063744
2678,"Robert F. Yacavone, MD",healthcare,"800 Washington Street, Proger Building, 3rd Floor",2111.0,42.350389,-71.063744
2679,Dawson-Hughes Bess F MD,healthcare,711 Washington St,2111.0,42.3505859375,-71.06361389160156
2680,Tufts Medical Center Gamma Knife Center,healthcare,"800 Washington Street, Proger Building, 7th Floor",2111.0,42.349704,-71.064016
2681,Tufts Children's Hospital Gastroenterology,healthcare,"755 Washington Street, Floating Building, 2nd Floor",2111.0,42.349773,-71.063955
2682,New England Eye Center At Tufts Medical Cente,healthcare,"800 Washington St.,",2111.0,42.349715,-71.064358
2683,Tufts Medical Center Floating,healthcare,800 Washington St,2111.0,42.349715,-71.064358
2684,Kiwanis Pediatric Trauma Institute,hospital,800 Washington St Ste 344,2111.0,42.349715,-71.064358
2685,"Harry Webster, MD, MPH, FAAP",healthcare,"755 Washington St., Floating Building Floor 4",2111.0,42.349754,-71.063808
2686,"Mark A. Vecchiotti, MD",healthcare,"755 Washington St., Floating Building, Floor 6",2111.0,42.349754,-71.063808
2687,"H. Cody Meissner, Md",healthcare,755 Washington St,2111.0,42.34977340698242,-71.06396484375
2688,C-Mart of Herald St,grocery,50 Herald St,2111.0,42.346281,-71.064979
2689,Schlichte Learning Center,healthcare,120 Shawmut Ave,2111.0,42.34624099731445,-71.0656967163086
2690,Massachusetts Behavioral Health Partnership,healthcare,1000 Washington St Ste 310,2111.0,42.345832,-71.064308
2691,Chiropractor Pill Free Solutions,healthcare,1 Herald St,2111.0,42.345282,-71.063483
2692,Christy S Markets,grocery,107 Stuart St,2111.0,42.35137557983398,-71.06526184082031
2693,Partners Urgent Care,hospital,137 Stuart St Ste A-7,2111.0,42.351316,-71.065899
2694,Mass General Brigham Urgent Care - Boston Common,hospital,137 Stuart St Ste A-7,2111.0,42.351353,-71.065855
2695,City Place,supermarket,8 Park Plz,2111.0,42.35134124755859,-71.06598663330078
2696,Danforth Nicole,healthcare,25 Boylston Pl,2111.0,42.35225,-71.066382
2697,Shaff & Polivy Dental Associates,healthcare,25 Boylston Pl,2111.0,42.35225,-71.066382
2698,Murphy Mariette,healthcare,25 Boylston Pl,2111.0,42.35225,-71.066382
2699,Massachusetts Criminal Defense Attorney At The Law Office Of,healthcare,132 Boylston St,2111.0,42.35226821899414,-71.0660629272461
2700,Community Health Center Capital Fund,healthcare,100 Boylston St,2111.0,42.352205,-71.065298
2701,Physicians For Human Rights,healthcare,100 Boylston St,2111.0,42.352205,-71.065298
2702,Huang Jen Hsian,healthcare,100 Boylston St,2111.0,42.352205,-71.065298
2703,Biewend Building,healthcare,"260 Tremont Street, Biewend Building",2111.0,42.350396,-71.065089
2704,"Sarah Robinson, MD",healthcare,"260 Tremont St., Floor 13 and 14",2111.0,42.350409,-71.064977
2705,Elliot Norton Park,park,Tremont St,2111.0,42.349166,-71.065944
2706,Justice Resource Institute Inc,healthcare,121 Charles St S,2111.0,42.349114,-71.066674
2707,Health & Resources,healthcare,322 Tremont St,2111.0,42.348551,-71.066199
2708,WM Jacob Murray DMD,healthcare,100 Charles St S,2111.0,42.349739,-71.06683
2709,Citywide Home Care,healthcare,51 Church St,2111.0,42.349863,-71.068342
2710,Porter Pediatrics,healthcare,354 Tremont St,2111.0,42.348454,-71.066845
2711,Tower Dental,healthcare,336A Tremont St,2111.0,42.348228,-71.066276
2712,Samos Importing Co,grocery,356 Tremont St,2111.0,42.34843826293945,-71.0668716430664
2713,Harmony PC,healthcare,410 Tremont St,2111.0,42.346946,-71.068571
2714,Torigoe Yuko,healthcare,410 Tremont St,2111.0,42.347102,-71.068615
2715,Steve Cadwell,healthcare,48 Melrose St,2111.0,42.348875,-71.068811
2716,Boston Hypnosis,healthcare,48 Melrose St,2111.0,42.348897,-71.068837
2717,Bay Village Park,park,28-34 Church St,2111.0,42.34897613525391,-71.06814575195312
2718,138 Arlington Street,park,138 Arlington St,2111.0,42.34872055053711,-71.06927490234375
2719,Parking-General Trading Company,park,138 Arlington St,2111.0,42.34872055053711,-71.06927490234375
2720,132 Arlington Street Lot,park,132 Arlington St,2111.0,42.3489875793457,-71.06938171386719
2721,Statler Park,park,243 Stuart St,2111.0,42.350613,-71.069026
2722,"Klogene Therapeutics, Inc.",healthcare,1 Charles St S Unit 14A,2111.0,42.351307,-71.067467
2723,Aiyara Thai Massage & Wellness,healthcare,75 Arlington St 5th Fl,2111.0,42.350601,-71.070441
2724,DermYoung,healthcare,75 Arlington St 5th Fl,2111.0,42.350655,-71.070393
2725,Blueprint Orthopedic Massage,healthcare,75 Arlington St Ste 500,2111.0,42.350605,-71.070383
2726,Underground at Ink Block,park,90 Traveler St,2111.0,42.343996,-71.06169
2727,Derik LMT,healthcare,36 W Broadway,2111.0,42.342415,-71.05611
2728,CITIDental South Boston,healthcare,141 Dorchester Ave,2111.0,42.342067,-71.057375
2729,"Amy Donovan Matthews, Med, Ms, Lmhc",healthcare,82 W Broadway,2111.0,42.34192,-71.05522
2730,Mini Mart,grocery,131 W Broadway,2111.0,42.340773,-71.054346
2731,Foodie's Markets South Boston,grocery,230 W Broadway,2111.0,42.33983,-71.051879
2732,Community Medical Alliance,healthcare,253 Summer St Ste 500,2111.0,42.350446,-71.051281
2733,Nordic Group Inc,grocery,253 Summer St,2111.0,42.350407,-71.051231
2734,Hellinger James A MD,healthcare,253 Summer St,2111.0,42.35016632080078,-71.05126953125
2735,Renovia Inc.,healthcare,263 Summer St,2111.0,42.350267,-71.050719
2736,Metro Convenience,grocery,253 Summer St,2111.0,42.350445,-71.051177
2737,Retail Convergence,supermarket,20 Channel Ctr St,2111.0,42.3444938659668,-71.05269622802734
2738,A Street Park,park,147 A St,2111.0,42.343819,-71.052928
2739,Post Physical Therapy,healthcare,15 Channel Center St,2111.0,42.345656,-71.05111
2740,Chinatown Park - Rose Kennedy Greenway,park,160 Kingston St,2111.0,42.3517182469368,-71.0593329370022
2741,Mary Soo Hoo Park,park,Hudson St,2111.0,42.3512445107334,-71.0598491699348
2742,Georgianna's Market,grocery,Tremont St,2111.0,42.3517189,-71.0647125
2743,Chinatown Backyard,park,11-1 /2 Hudson St,2111.0,42.3507369976652,-71.060024656733
2744,Rose Fitzgerald Kennedy Greenway,park,185 Kneeland St,2111.0,42.34876,-71.0578
2745,Dewey Square Park,park,583 Atlantic Ave,2111.0,42.3534162751558,-71.0547067970037
2746,Curtis Frank - Dr. Curtis Frank Vision and Ortho-K Center,healthcare,10 High St,2111.0,42.3535579,-71.0567635
2747,Spine and Sports Injury Center,healthcare,133 Federal St,2111.0,42.354256,-71.056601
2748,Sagarino's,grocery,106 South St,2111.0,42.35144,-71.057321
2749,For Eyes,healthcare,155 Federal St,2111.0,42.3536199419092,-71.0563986003399
2750,CITIDental High Street,healthcare,10 High St,2111.0,42.35352,-71.05673
2751,Fong Massage Therapy,healthcare,40 Harrison Ave,2111.0,42.3516705,-71.0609895
2752,SaSa Cosmetics & Spa,healthcare,34 Harrison Ave,2111.0,42.35184,-71.06101
2753,Lickteig Family Eyecare,healthcare,450 Washington St,2111.0,42.35488,-71.060291
2754,RelaxSation Massage Therapy & Nails,healthcare,25 Kingston St,2111.0,42.3539292,-71.0589901
2755,Hair Club,healthcare,99 Summer St,2111.0,42.3540857162624,-71.0590483246064
2756,Cohen's Fashion Optical,healthcare,32 Summer St,2111.0,42.3551274,-71.0594514
2757,ATI Physical Therapy,healthcare,85 Franklin St,2111.0,42.355167,-71.057891
2758,MilleniuM Dental,healthcare,177 Tremont St,2111.0,42.353001,-71.064064
2759,Jia Ho Supermarket,grocery,692 Washington St,2111.0,42.351392,-71.062707
2760,Chinatown Pain Relief Massage,healthcare,18 Hudson St 1F,2111.0,42.3505535,-71.0600455
2761,Healthy Foot Spa Reflexology,healthcare,56 Kneeland St,2111.0,42.3505695909262,-71.0611541569233
2762,Lea Tam Acupuncture,healthcare,200 Lincoln St,2111.0,42.3502,-71.0586
2763,Beyond Beaute,healthcare,200 Lincoln St,2111.0,42.35025,-71.05859
2764,Eastway Acupuncture & Wellness,healthcare,200 Lincoln St,2111.0,42.3502437,-71.058476
2765,Tufts Medical Center,hospital,800 Washington St,2111.0,42.349481,-71.063154
2766,Tufts University Dental Faculty Practice,healthcare,1 Kneeland St,2111.0,42.3507708,-71.0629442
2767,Lee Facial Plastic Surgery,healthcare,800 Washington St,2111.0,42.3495228848485,-71.0631789128628
2768,South Cove Community Health Center,hospital,885 Washington St,2111.0,42.34799,-71.06498
2769,Chin Terry L N OD,healthcare,886 Washington St,2111.0,42.3481033,-71.0640188
2770,New England Eye Center,healthcare,260 Tremont St,2111.0,42.3501238,-71.0650178
2771,C-Mart Supermarket,grocery,50 Herald St,2111.0,42.3461723327637,-71.0651092529297
2772,Cortland Dental,healthcare,2181 Washington St,2119.0,42.331351,-71.082731
2773,Richardson Park,park,188 E Cottage St,2119.0,42.318758,-71.05949
2774,Johnson's Food Products Corp,grocery,1 Mount Vernon St,2119.0,42.32263,-71.060352
2775,Applied Behavioral Consultants,healthcare,166 Boston St,2119.0,42.323885,-71.059777
2776,Paul W Stewart,healthcare,173 Boston St,2119.0,42.3239860534668,-71.06023406982422
2777,Express Factory Outlet,supermarket,20-36 District Ave,2119.0,42.325088,-71.062453
2778,Smile Group Dental,healthcare,101 Allstate Rd Ste 107,2119.0,42.325104,-71.062851
2779,Stop & Shop,grocery,1100 Massachusetts Avenue,2119.0,42.326528,-71.065176
2780,United Foods,grocery,95 E Cottage St,2119.0,42.32121658325195,-71.0661392211914
2781,Mejia Market,grocery,693 Dudley St,2119.0,42.3183479309082,-71.06853485107422
2782,TJS Food Shop Ltd,grocery,12 Elder St,2119.0,42.32017,-71.06328
2783,Columbia Family Dental,healthcare,653 Columbia Rd,2119.0,42.318585,-71.063176
2784,Columbia Chiropractic Group,healthcare,653 Columbia Rd,2119.0,42.318599,-71.063149
2785,Dentures Daily Boston,healthcare,653 Columbia Rd,2119.0,42.318623,-71.06309
2786,Upham's Corner Health Center Dental and Eye,healthcare,636 Columbia Rd,2119.0,42.318463,-71.064105
2787,Upham’s Corner Health,healthcare,636 Columbia Rd,2119.0,42.318471,-71.064116
2788,Uphams Corner Market,grocery,614 Columbia Rd,2119.0,42.317667,-71.064618
2789,Brothers Supermarket,grocery,776 Dudley St,2119.0,42.317522,-71.065671
2790,El Frutero Market,grocery,740 Dudley St,2119.0,42.3180046081543,-71.06686401367188
2791,Jackson Food Market,grocery,728 Dudley St,2119.0,42.318034,-71.067228
2792,Alves Market,grocery,77 Stoughton St,2119.0,42.315788,-71.06261
2793,Dare Family Services,healthcare,10 Batchelder St,2119.0,42.321011,-71.069591
2794,Brown Food Market,grocery,559 Dudley St,2119.0,42.321128,-71.072327
2795,La Borilla Grocery,supermarket,534 Dudley St,2119.0,42.322009,-71.072278
2796,Solutek Corporation,healthcare,94 Shirley St,2119.0,42.32473,-71.07035
2797,Lean and Local,grocery,69 Shirley St,2119.0,42.32380294799805,-71.06978607177734
2798,Blanca Casa Convnce Stores,grocery,41 Burrell St,2119.0,42.322915,-71.070556
2799,William Eustis Playground,park,1021 Massachusetts Ave,2119.0,42.326475,-71.068668
2800,Park Ranger Department,park,1010 Massachusetts Ave Ste 3,2119.0,42.327856,-71.067474
2801,East Boston Neighborhood Health Center,healthcare,2 Lewis Pl,2119.0,42.323905,-71.074461
2802,Casa Esperanza Inc,healthcare,291 Eustis St,2119.0,42.325977,-71.073855
2803,Dana Dental Associates,healthcare,10 Magazine St,2119.0,42.325484,-71.074232
2804,Roxbury Medical Drug Detox,healthcare,158 Hampden St Ste 140,2119.0,42.328053,-71.074967
2805,Shanghai Ravioli,grocery,25 Howard St,2119.0,42.327908,-71.074669
2806,Orchard Park Maintenance,park,20 Prescott St,2119.0,42.328204,-71.075482
2807,Wing Trading,grocery,87 Kemble St,2119.0,42.3277473449707,-71.07172393798828
2808,Kryoboston Recovery,healthcare,67 Kemble St Ste 21,2119.0,42.328174,-71.072393
2809,Roxbury Opioid Addiction Treatment,healthcare,70 Kemble St Ste 398,2119.0,42.328443,-71.072164
2810,"Drug Rehab Boston, MA Inpatient Addiction Center",healthcare,906 Albany St,2119.0,42.330552,-71.077345
2811,Elder Service Plan-Mutual,healthcare,36 Dearborn St,2119.0,42.32897186279297,-71.07881927490234
2812,Brown Market & Grocery,grocery,194 Dudley St,2119.0,42.328635,-71.081781
2813,Boston Community Chiropractic,healthcare,190 Dudley St,2119.0,42.32867,-71.08184
2814,Merkato,grocery,1127 Harrison Ave,2119.0,42.330517,-71.0823
2815,Home Fragrances and Decor by Janet Sinclair,healthcare,305 Dudley St,2119.0,42.327716,-71.077672
2816,Nunez's Minimarket,grocery,305 Dudley St,2119.0,42.327757,-71.077628
2817,The Dimock Center,hospital,7 Palmer St,2119.0,42.330428,-71.082779
2818,Step Rox,healthcare,9 Palmer St,2119.0,42.330406,-71.082723
2819,Simon Seafood Deli,grocery,154 Dudley St,2119.0,42.328786,-71.083247
2820,Family Dental Care,healthcare,156 Dudley St,2119.0,42.328735,-71.083216
2821,Luzelena Market,grocery,305 Dudley St,2119.0,42.32770538330078,-71.07767486572266
2822,La Plazita,grocery,3 Blue Hill Ave,2119.0,42.325148,-71.075309
2823,Cityhealth Orthopaedics,healthcare,50 Blue Hill Ave,2119.0,42.323396,-71.07615
2824,Orchard Park,park,87 Orchard Park St,2119.0,42.323298,-71.07644
2825,Gertrude Howes Playground,park,72 Moreland St,2119.0,42.324044,-71.079731
2826,Joanne Tsagas DMD,healthcare,2181 Washington St Ste 101,2119.0,42.331389,-71.082742
2827,Daily Table Roxbury,grocery,2201 Washington St,2119.0,42.33112,-71.083121
2828,Cbes Management,healthcare,2311 Washington St,2119.0,42.33036041259766,-71.0844955444336
2829,Community Home Health,healthcare,2343 Washington St Ste 3,2119.0,42.329948,-71.084976
2830,Wald Home Healthcare,healthcare,45 Roxbury St,2119.0,42.329681,-71.085688
2831,Indian Ocean Grocery & Hala Me,grocery,43 Roxbury St,2119.0,42.32968,-71.085513
2832,Chiropractor Solutions,healthcare,2343 Washington St,2119.0,42.329905,-71.084861
2833,Pyramid Builders Associates Incorporated,healthcare,11 Roxbury St,2119.0,42.329723,-71.085041
2834,Boston Home Health Aides LLC,healthcare,"One Union Street, Suite 1000 First Floor",2119.0,42.3299754444172,-71.0840377704739
2835,"Lesa Dennis-Mahamed, O.D.",healthcare,2304 Washington St. Dudley Sq,2119.0,42.3301,-71.083823
2836,Brush & Floss Boston,healthcare,2489 WASHINGTON St,2119.0,42.3281497205895,-71.0868038795047
2837,Malcolm X Park 40 & Over,park,2700 Washington St,2119.0,42.32254,-71.0899
2838,Super Family Market,grocery,2825 Washington St,2119.0,42.321317,-71.092794
2839,New Academy Market,grocery,2981 Washington St,2119.0,42.31792831420898,-71.0964584350586
2840,Winn New Academy Estate,grocery,2908 Washington St,2119.0,42.318527,-71.095316
2841,Lluvia Market,grocery,1985 Columbus Ave,2119.0,42.31513,-71.097716
2842,Westminster Court Tenant,healthcare,9 Wardman Rd,2119.0,42.315554,-71.094839
2843,Radius Specialty,hospital,59 Townsend St,2119.0,42.31842,-71.091794
2844,Radius Hospital Management,hospital,59 Townsend St,2119.0,42.31842,-71.09179
2845,The Uniting Center,healthcare,100 Warren St,2119.0,42.32699,-71.082923
2846,Shipyard Home Health,healthcare,11 Whiting St,2119.0,42.323983,-71.082062
2847,Bon Me Foods,grocery,3 Alaska St,2119.0,42.32126617431641,-71.07957458496094
2848,Ceasar Grocery Store Ii,grocery,113 Blue Hill Ave,2119.0,42.32109832763672,-71.0777587890625
2849,Blue Hill Convenience,grocery,137 Blue Hill Ave,2119.0,42.32026290893555,-71.07807922363281
2850,Gracie-Ma Planet,grocery,164 Blue Hill Ave,2119.0,42.319014,-71.07757
