INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
192091259,3005,,SICK ASSIST,B3,476,0,2019-11-10 20:38:00,2019,11,Sunday,20,,REXFORD ST,42.269848356212,-71.0953239386981,"(42.269848356212, -71.0953239386981)"
192091257,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D14, ,0,2019-11-10 19:29:00,2019,11,Sunday,19,,HARVARD AVE,42.3490269928915,-71.1298780039917,"(42.3490269928915, -71.1298780039917)"
192091256,3301,,VERBAL DISPUTE,B3,476,0,2019-11-10 20:20:00,2019,11,Sunday,20,,BLUE HILL AVE,42.2681739726055,-71.0938767726134,"(42.2681739726055, -71.0938767726134)"
192091255,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4, ,0,2019-11-10 20:23:00,2019,11,Sunday,20,,"COMMONWEALTH AVE & CHARLESGATE E
BOSTON  MA 02215
",42.3492060333814,-71.0915850039743,"(42.3492060333814, -71.0915850039743)"
192091252,613,,LARCENY SHOPLIFTING,E18,522,0,2019-11-10 19:53:00,2019,11,Sunday,19,,HYDE PARK AVE,42.2518944040739,-71.125353099602,"(42.2518944040739, -71.125353099602)"
192091251,1402,,VANDALISM,C6,214,0,2019-11-10 18:22:00,2019,11,Sunday,18,,W FIFTH ST,42.3359850995982,-71.0500828648831,"(42.3359850995982, -71.0500828648831)"
192091250,3006,,SICK/INJURED/MEDICAL - PERSON,B3,408,0,2019-11-10 17:14:00,2019,11,Sunday,17,,TEMPLE,42.2732742773078,-71.0725135615247,"(42.2732742773078, -71.0725135615247)"
192091249,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,444,0,2019-11-10 19:17:00,2019,11,Sunday,19,,WALES ST,42.297520972793,-71.0850229144802,"(42.297520972793, -71.0850229144802)"
192091248,3006,,SICK/INJURED/MEDICAL - PERSON,C6,915,0,2019-11-10 19:20:00,2019,11,Sunday,19,,E EIGHTH ST,42.3312974505551,-71.0486488623214,"(42.3312974505551, -71.0486488623214)"
192091247,520,,BURGLARY - RESIDENTIAL,E18,481,0,2019-10-21 00:00:00,2019,10,Monday,0,,ROSEWOOD ST,42.2676132009795,-71.0984867559302,"(42.2676132009795, -71.0984867559302)"
192091246,2657,,VIOLATION - CITY ORDINANCE,A1, ,0,2019-11-10 19:30:00,2019,11,Sunday,19,,"NORTH ST & UNION ST
BOSTON  MA 02108
UNITED STATES",42.3603690077236,-71.0567219808033,"(42.3603690077236, -71.0567219808033)"
192091245,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,282,0,2019-11-10 04:00:00,2019,11,Sunday,4,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192091244,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E5,562,0,2019-11-10 19:09:00,2019,11,Sunday,19,,"FLORENCE ST & MURRAY HILL RD
ROSLINDALE  MA 02131
",42.2862279676273,-71.1244980536416,"(42.2862279676273, -71.1244980536416)"
192091243,3501,,MISSING PERSON,External,28,0,2019-11-10 06:00:00,2019,11,Sunday,6,,MORRISON AVE,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
192091242,3114,,INVESTIGATE PROPERTY,C11,334,0,2019-11-09 16:00:00,2019,11,Saturday,16,,HENDRY ST,42.3089390278809,-71.0646157556799,"(42.3089390278809, -71.0646157556799)"
192091239,613,,LARCENY SHOPLIFTING,A1,105,0,2019-11-10 18:31:00,2019,11,Sunday,18,,SUMMER ST,42.3552162482694,-71.0601286346912,"(42.3552162482694, -71.0601286346912)"
192091238,301,,ROBBERY,B2,329,0,2019-11-10 18:34:00,2019,11,Sunday,18,,BLUE HILL AVE,42.3093843741193,-71.0826227718332,"(42.3093843741193, -71.0826227718332)"
192091236,613,,LARCENY SHOPLIFTING,A1,112,0,2019-11-10 18:00:00,2019,11,Sunday,18,,WASHINGTON ST,42.355123390368,-71.0608797985164,"(42.355123390368, -71.0608797985164)"
192091235,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2019-11-10 18:51:00,2019,11,Sunday,18,,"INTERVALE ST & FERNBORO
BOSTON  MA 02121
UNITED ST",42.3106659582753,-71.0777599968242,"(42.3106659582753, -71.0777599968242)"
192091234,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,311,0,2019-11-10 19:03:00,2019,11,Sunday,19,,QUINCY ST,42.3159850330868,-71.0816235461362,"(42.3159850330868, -71.0816235461362)"
192091232,2907,,VAL - OPERATING AFTER REV/SUSP.,E13,304,0,2019-11-10 18:39:00,2019,11,Sunday,18,,COLUMBUS AVE,42.3177153418413,-71.0982304886753,"(42.3177153418413, -71.0982304886753)"
192091231,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,465,0,2019-11-10 18:51:00,2019,11,Sunday,18,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192091230,423,,ASSAULT - AGGRAVATED,C11,959,0,2019-11-10 17:11:00,2019,11,Sunday,17,,DORCHESTER AVE,42.2871786290865,-71.0639066787232,"(42.2871786290865, -71.0639066787232)"
192091229,423,,ASSAULT - AGGRAVATED,B3,437,0,2019-11-10 18:27:00,2019,11,Sunday,18,,DARLINGTON ST,42.2892782618054,-71.0758149331198,"(42.2892782618054, -71.0758149331198)"
192091227,1402,,VANDALISM,B2,316,0,2019-11-10 17:15:00,2019,11,Sunday,17,,ABBOTSFORD ST,42.3146297335049,-71.0926152016177,"(42.3146297335049, -71.0926152016177)"
192091224,613,,LARCENY SHOPLIFTING,C6,186,0,2019-11-10 05:35:00,2019,11,Sunday,5,,ALLSTATE RD,42.3280996604115,-71.0632167604899,"(42.3280996604115, -71.0632167604899)"
192091221,3114,,INVESTIGATE PROPERTY,B3,428,1,2019-11-10 17:52:00,2019,11,Sunday,17,,MORTON ST,42.2827750896121,-71.0887768794602,"(42.2827750896121, -71.0887768794602)"
192091220,3115,,INVESTIGATE PERSON,E18,529,0,2019-11-10 17:45:00,2019,11,Sunday,17,,DANNY RD,42.2413382258566,-71.1389490935007,"(42.2413382258566, -71.1389490935007)"
192091219,3115,,INVESTIGATE PERSON,D4,619,0,2019-11-10 17:00:00,2019,11,Sunday,17,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
192091218,3410,,TOWED MOTOR VEHICLE,D4, ,0,2019-11-10 17:39:00,2019,11,Sunday,17,,PUBLIC ALLEY 441,0,0,"(0, 0)"
192091216,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,282,0,2019-11-06 17:30:00,2019,11,Wednesday,17,,"2400 WASHINGTON ST
ROXBURY  MA 02119
UNITED STATES",42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192091214,613,,LARCENY SHOPLIFTING,A1,94,0,2019-11-10 17:34:00,2019,11,Sunday,17,,CLINTON ST,42.3606798411604,-71.0548232544902,"(42.3606798411604, -71.0548232544902)"
192091213,3114,,INVESTIGATE PROPERTY,D4,167,0,2019-11-10 16:30:00,2019,11,Sunday,16,,DAVID ORTIZ DR,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192091212,3114,,INVESTIGATE PROPERTY,A7, ,0,2019-11-10 17:38:00,2019,11,Sunday,17,,TD GARDEN,0,0,"(0, 0)"
192091211,3301,,VERBAL DISPUTE,E18,484,0,2019-11-10 15:51:00,2019,11,Sunday,15,,WACHUSETT ST,42.2625555793974,-71.1018698621656,"(42.2625555793974, -71.1018698621656)"
192091210,1825,,DRUGS - POSSESSION OF DRUG PARAPHANALIA,External, ,0,2019-11-10 17:11:00,2019,11,Sunday,17,,FRANKLIN SQ PARK,0,0,"(0, 0)"
192091209,613,,LARCENY SHOPLIFTING,D4,141,0,2019-11-10 15:00:00,2019,11,Sunday,15,,NEWBURY ST,42.3484057624732,-71.0868833874023,"(42.3484057624732, -71.0868833874023)"
192091208,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1,111,0,2019-11-10 17:07:00,2019,11,Sunday,17,,TREMONT ST,42.3542837724149,-71.0638040374747,"(42.3542837724149, -71.0638040374747)"
192091207,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1,111,0,2019-11-10 14:50:00,2019,11,Sunday,14,,WASHINGTON ST,42.3535812921458,-71.0623666455255,"(42.3535812921458, -71.0623666455255)"
192091205,3114,,INVESTIGATE PROPERTY,B3,421,0,2019-11-10 16:17:00,2019,11,Sunday,16,,W SELDEN ST,42.278327543907,-71.0850628040444,"(42.278327543907, -71.0850628040444)"
192091204,1402,,VANDALISM,C6,212,0,2019-11-10 15:23:00,2019,11,Sunday,15,,DORCHESTER ST,42.3368688902334,-71.0437943679881,"(42.3368688902334, -71.0437943679881)"
192091088,423,,ASSAULT - AGGRAVATED,B3,435,0,2019-11-10 07:15:00,2019,11,Sunday,7,,WHITMAN ST,42.287017377352,-71.0770645269071,"(42.287017377352, -71.0770645269071)"
192091203,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2019-11-10 16:20:00,2019,11,Sunday,16,,GENERAL LAWRENCE J LOGAN WAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
192091201,613,,LARCENY SHOPLIFTING,D4,141,0,2019-11-10 16:50:00,2019,11,Sunday,16,,NEWBURY ST,42.3484057624732,-71.0868833874023,"(42.3484057624732, -71.0868833874023)"
192091198,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,167,0,2019-11-02 16:58:00,2019,11,Saturday,16,,MONSIGNOR REYNOLDS WAY,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192091197,3114,,INVESTIGATE PROPERTY,E13,946,0,2019-11-09 15:47:00,2019,11,Saturday,15,,SOUTH ST,42.3058136621115,-71.1147913648927,"(42.3058136621115, -71.1147913648927)"
192091195,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,625,0,2019-11-08 13:00:00,2019,11,Friday,13,,QUEENSBERRY ST,42.3431440628663,-71.0958930465213,"(42.3431440628663, -71.0958930465213)"
192091194,801,,ASSAULT - SIMPLE,C11,398,0,2019-11-10 15:10:00,2019,11,Sunday,15,,WASHINGTON ST,42.289622384736,-71.0714194254056,"(42.289622384736, -71.0714194254056)"
192091193,613,,LARCENY SHOPLIFTING,D4,619,0,2019-11-10 16:23:00,2019,11,Sunday,16,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
192091191,2905,,VAL - VIOLATION OF AUTO LAW,E18,503,0,2019-11-10 16:30:00,2019,11,Sunday,16,,AMERICAN LEGION HWY,42.2832276206246,-71.1138614002571,"(42.2832276206246, -71.1138614002571)"
192091190,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,282,0,2019-11-09 18:00:00,2019,11,Saturday,18,,QUINCEFIELD ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192091189,3005,,SICK ASSIST,C6,214,0,2019-11-10 16:33:00,2019,11,Sunday,16,,W BROADWAY,42.3361119955234,-71.0466543422337,"(42.3361119955234, -71.0466543422337)"
192091188,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,520,0,2019-11-09 23:00:00,2019,11,Saturday,23,,ALBION ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192091186,3006,,SICK/INJURED/MEDICAL - PERSON,A15,900,0,2019-11-10 15:33:00,2019,11,Sunday,15,,COREY ST,42.3787591988497,-71.0559808609604,"(42.3787591988497, -71.0559808609604)"
192091184,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1, ,0,2019-11-10 15:51:00,2019,11,Sunday,15,,"COMMERCIAL ST & N WASHINGTON ST
BOSTON  MA 02109
U",42.367284000137,-71.0580679768989,"(42.367284000137, -71.0580679768989)"
192091183,1402,,VANDALISM,D14,785,0,2019-11-09 21:00:00,2019,11,Saturday,21,,COMMONWEALTH AVE,42.3424135193966,-71.1446046235989,"(42.3424135193966, -71.1446046235989)"
192091182,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2019-11-10 16:56:00,2019,11,Sunday,16,,"MASS AVE & HARRISON AVE
BOSTON  MA 02118
UNITED ST",42.3350020095144,-71.0750599796545,"(42.3350020095144, -71.0750599796545)"
192091181,1402,,VANDALISM,A15,900,0,2019-11-10 15:42:00,2019,11,Sunday,15,,"COREY ST & WALFORD WAY
CHARLESTOWN  MA 02129
UNITE",42.3783990265769,-71.0560529464338,"(42.3783990265769, -71.0560529464338)"
192091180,3005,,SICK ASSIST,E5,734,0,2019-11-10 13:33:00,2019,11,Sunday,13,,LAGRANGE ST,42.2867517132452,-71.1646902417617,"(42.2867517132452, -71.1646902417617)"
192091179,3301,,VERBAL DISPUTE,C6,915,0,2019-11-10 15:02:00,2019,11,Sunday,15,,GENERAL JOZEF PILSUDSKI WAY,42.3303975104837,-71.0512698660296,"(42.3303975104837, -71.0512698660296)"
192091178,613,,LARCENY SHOPLIFTING,A1,112,0,2019-11-10 14:53:00,2019,11,Sunday,14,,WASHINGTON ST,42.355123390368,-71.0608797985164,"(42.355123390368, -71.0608797985164)"
192091177,619,,LARCENY ALL OTHERS,C11,465,0,2019-11-10 15:04:00,2019,11,Sunday,15,,GENEVA AVE,0,0,"(0, 0)"
192091176,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-11-04 13:00:00,2019,11,Monday,13,,BOYLSTON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192091175,3410,,TOWED MOTOR VEHICLE,E13,639,0,2019-11-10 14:00:00,2019,11,Sunday,14,,CHESTNUT AVE,42.3129088350298,-71.1098600139004,"(42.3129088350298, -71.1098600139004)"
192091172,3115,,INVESTIGATE PERSON,D4,167,0,2019-10-21 15:04:00,2019,10,Monday,15,,BOYLSTON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192091171,801,,ASSAULT - SIMPLE,C11,339,0,2019-11-10 14:38:00,2019,11,Sunday,14,,HANCOCK ST,42.3085503265275,-71.0587470327092,"(42.3085503265275, -71.0587470327092)"
192091170,1402,,VANDALISM,A7,28,0,2019-11-03 22:30:00,2019,11,Sunday,22,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
192091168,423,,ASSAULT - AGGRAVATED,D14,794,0,2019-11-10 14:23:00,2019,11,Sunday,14,,BRIGHTON AVE,42.3530111865124,-71.1326145075682,"(42.3530111865124, -71.1326145075682)"
192091166,617,,LARCENY THEFT FROM BUILDING,C6,914,0,2019-11-05 18:00:00,2019,11,Tuesday,18,,DORCHESTER AVE,42.328298582221,-71.0569180438216,"(42.328298582221, -71.0569180438216)"
192091164,613,,LARCENY SHOPLIFTING,D14, ,0,2019-11-10 13:00:00,2019,11,Sunday,13,,HARVARD AVE,42.3508537111676,-71.1312574719883,"(42.3508537111676, -71.1312574719883)"
192091163,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,A1,355,0,2019-11-08 08:30:00,2019,11,Friday,8,,STANIFORD ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192091162,2657,,VIOLATION - CITY ORDINANCE,A1, ,0,2019-11-10 14:33:00,2019,11,Sunday,14,,"TREMONT ST & COURT ST
BOSTON  MA 02108
UNITED STAT",42.3592349913524,-71.0593900573917,"(42.3592349913524, -71.0593900573917)"
192091161,3115,,INVESTIGATE PERSON,D14,778,0,2019-11-08 20:30:00,2019,11,Friday,20,,"301 WASHINGTON ST
BRIGHTON  MA 02135
UNITED STATES",42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
192091160,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,, ,0,2019-11-10 14:16:00,2019,11,Sunday,14,,WASH 4WH371,42.2738621955051,-71.1423625634493,"(42.2738621955051, -71.1423625634493)"
192091158,3410,,TOWED MOTOR VEHICLE,A1,118,0,2019-11-10 12:02:00,2019,11,Sunday,12,,"STUART ST & WARRENTON ST
BOSTON  MA 02116
UNITED S",42.3511650004565,-71.0660770423208,"(42.3511650004565, -71.0660770423208)"
192091157,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,339,0,2019-11-10 00:02:00,2019,11,Sunday,0,,"CHURCH ST & HIGH ST
DORCHESTER  MA 02122
UNITED ST",42.3087559582473,-71.061410961541,"(42.3087559582473, -71.061410961541)"
192091155,3801,,M/V ACCIDENT - OTHER,C6,175,0,2019-11-10 13:42:00,2019,11,Sunday,13,,SOUTHAMPTON ST,42.3316337080376,-71.0677428779105,"(42.3316337080376, -71.0677428779105)"
192091154,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,28,0,2019-11-10 07:30:00,2019,11,Sunday,7,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
192091153,3006,,SICK/INJURED/MEDICAL - PERSON,B2,330,0,2019-11-10 12:54:00,2019,11,Sunday,12,,SUPPLE RD,42.3063971578197,-71.0834925137098,"(42.3063971578197, -71.0834925137098)"
192091151,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,417,0,2019-11-09 12:00:00,2019,11,Saturday,12,,MORA ST,42.2820819767197,-71.0736487451565,"(42.2820819767197, -71.0736487451565)"
192091150,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,315,0,2019-11-10 11:30:00,2019,11,Sunday,11,,WAUMBECK ST,42.3144214940393,-71.0877080594659,"(42.3144214940393, -71.0877080594659)"
192091149,2647,,THREATS TO DO BODILY HARM,B2,319,0,2019-11-10 12:39:00,2019,11,Sunday,12,,SONOMA ST,42.3084531077249,-71.0871866418235,"(42.3084531077249, -71.0871866418235)"
192091148,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5,559,0,2019-11-10 13:02:00,2019,11,Sunday,13,,METROPOLITAN AVE,42.2798895251754,-71.1310747766078,"(42.2798895251754, -71.1310747766078)"
192091147,801,,ASSAULT - SIMPLE,B3,432,0,2019-11-10 12:42:00,2019,11,Sunday,12,,MASCOT ST,42.2853902196764,-71.0845772951683,"(42.2853902196764, -71.0845772951683)"
192091146,3803,,M/V ACCIDENT - PERSONAL INJURY,C11,347,0,2019-11-10 12:19:00,2019,11,Sunday,12,,"ADAMS ST & LINDEN ST
DORCHESTER  MA 02122
UNITED S",42.3053779743413,-71.0615140465366,"(42.3053779743413, -71.0615140465366)"
192091145,3115,,INVESTIGATE PERSON,B3,565,0,2019-11-10 13:00:00,2019,11,Sunday,13,,OSPREY WAY,42.2920331991938,-71.0939929981263,"(42.2920331991938, -71.0939929981263)"
192091144,3801,,M/V ACCIDENT - OTHER,D4,167,0,2019-11-06 00:00:00,2019,11,Wednesday,0,,BEACON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192091143,3801,,M/V ACCIDENT - OTHER,C6,232,0,2019-11-10 13:01:00,2019,11,Sunday,13,,"E SIXTH ST & P ST
SOUTH BOSTON  MA 02127
UNITED ST",42.3332619897376,-71.0271009571294,"(42.3332619897376, -71.0271009571294)"
192091142,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2019-11-05 16:15:00,2019,11,Tuesday,16,,SAFFORD ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192091141,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C6,914,0,2019-11-10 12:42:00,2019,11,Sunday,12,,DR. MICHAEL GAVIN WAY,42.3261455873465,-71.0534914437945,"(42.3261455873465, -71.0534914437945)"
192091139,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,291,0,2019-11-10 12:04:00,2019,11,Sunday,12,,CEDAR ST,42.3274775855818,-71.0950947204481,"(42.3274775855818, -71.0950947204481)"
192091137,801,,ASSAULT - SIMPLE,C11,346,0,2019-11-10 11:59:00,2019,11,Sunday,11,,ADAMS ST,42.3056911083733,-71.0616478275968,"(42.3056911083733, -71.0616478275968)"
192091135,3410,,TOWED MOTOR VEHICLE,D4,598,0,2019-11-10 11:13:00,2019,11,Sunday,11,,SCOTIA ST,42.346862290757,-71.0857688630961,"(42.346862290757, -71.0857688630961)"
192091134,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,374,0,2019-11-09 16:00:00,2019,11,Saturday,16,,MCKONE ST,42.2900883128972,-71.0472794367154,"(42.2900883128972, -71.0472794367154)"
192091133,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,A15,50,0,2019-11-10 12:05:00,2019,11,Sunday,12,,RUTHERFORD AVE,42.3834116161819,-71.0734507189002,"(42.3834116161819, -71.0734507189002)"
192091132,3801,,M/V ACCIDENT - OTHER,A1,117,0,2019-11-10 11:44:00,2019,11,Sunday,11,,BEACH ST,42.3515281317706,-71.0624824098703,"(42.3515281317706, -71.0624824098703)"
192091131,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,290,0,2019-11-08 14:30:00,2019,11,Friday,14,,MALCOLM X BLVD,42.3313011091021,-71.0933350818237,"(42.3313011091021, -71.0933350818237)"
192091130,3005,,SICK ASSIST,D14,763,0,2019-11-10 11:29:00,2019,11,Sunday,11,,BENNETT ST,42.3518827120686,-71.1564776042905,"(42.3518827120686, -71.1564776042905)"
192091129,3207,,PROPERTY - FOUND,E5,713,0,2019-11-10 11:41:00,2019,11,Sunday,11,,LINDEN RD,42.264653381515,-71.1616126934336,"(42.264653381515, -71.1616126934336)"
192091128,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,393,0,2019-11-10 11:50:00,2019,11,Sunday,11,,DRACUT ST,42.2874183787574,-71.0619077989678,"(42.2874183787574, -71.0619077989678)"
192091127,3008,,SUICIDE / SUICIDE ATTEMPT,C6,200,0,2019-11-10 11:16:00,2019,11,Sunday,11,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
192091126,3005,,SICK ASSIST,B3,453,0,2019-11-10 11:35:00,2019,11,Sunday,11,,ALGONQUIN ST,42.2974241140628,-71.0753135753807,"(42.2974241140628, -71.0753135753807)"
192091123,3005,,SICK ASSIST,C6,186,0,2019-11-10 11:24:00,2019,11,Sunday,11,,MASSACHUSETTS AVE,42.3255380074719,-71.0657959190108,"(42.3255380074719, -71.0657959190108)"
192091121,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2019-11-08 20:30:00,2019,11,Friday,20,,"40 NEW SUDBURY ST
BOSTON  MA 02114
UNITED STATES",42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192091119,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,,679,0,2019-11-09 16:30:00,2019,11,Saturday,16,,"72 PINEHURST ST
ROSLINDALE  MA 02131
UNITED STATES",42.2843995578625,-71.135217228047,"(42.2843995578625, -71.135217228047)"
192091117,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,445,0,2019-11-10 01:00:00,2019,11,Sunday,1,,GREENWOOD ST,42.3000773135358,-71.0799016397513,"(42.3000773135358, -71.0799016397513)"
192091116,3410,,TOWED MOTOR VEHICLE,A1,68,0,2019-11-10 09:53:00,2019,11,Sunday,9,,HANCOCK ST,42.3602538458199,-71.0644711322357,"(42.3602538458199, -71.0644711322357)"
192091114,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E18,520,0,2019-11-10 08:11:00,2019,11,Sunday,8,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192091112,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,298,0,2019-11-10 09:39:00,2019,11,Sunday,9,,WALNUT AVE,42.3217824070264,-71.0853415801411,"(42.3217824070264, -71.0853415801411)"
192091110,3410,,TOWED MOTOR VEHICLE,C11,242,0,2019-11-10 09:24:00,2019,11,Sunday,9,,STOUGHTON ST,42.3158145249992,-71.0623369034194,"(42.3158145249992, -71.0623369034194)"
192091108,3114,,INVESTIGATE PROPERTY,E5,673,0,2019-11-10 07:45:00,2019,11,Sunday,7,,ARDALE ST,42.2924999091951,-71.1359949113473,"(42.2924999091951, -71.1359949113473)"
192091106,3005,,SICK ASSIST,E5,718,0,2019-11-10 09:20:00,2019,11,Sunday,9,,MIAMI AVE,42.2748865793884,-71.1641374808262,"(42.2748865793884, -71.1641374808262)"
192091104,301,,ROBBERY,D4,171,0,2019-11-10 07:40:00,2019,11,Sunday,7,,"840 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.3355595408121,-71.0743636377437,"(42.3355595408121, -71.0743636377437)"
192091103,1402,,VANDALISM,E18, ,0,2019-11-10 08:48:00,2019,11,Sunday,8,,PINE STREET,0,0,"(0, 0)"
192091101,2647,,THREATS TO DO BODILY HARM,B2,287,0,2019-11-10 09:55:00,2019,11,Sunday,9,,WASHINGTON ST,42.3304411329478,-71.0837348099027,"(42.3304411329478, -71.0837348099027)"
192091100,724,,AUTO THEFT,A1,77,0,2019-11-08 08:30:00,2019,11,Friday,8,,AVENUE DE LAFAYETTE,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192091098,1402,,VANDALISM,C6,220,0,2019-11-10 08:42:00,2019,11,Sunday,8,,E BROADWAY,42.335468125482,-71.0448914947377,"(42.335468125482, -71.0448914947377)"
192091096,2647,,THREATS TO DO BODILY HARM,B2, ,0,2019-11-08 17:30:00,2019,11,Friday,17,,DUDLEY ST,42.3287258857203,-71.0838221696801,"(42.3287258857203, -71.0838221696801)"
192091095,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,337,0,2019-11-10 08:10:00,2019,11,Sunday,8,,COLUMBIA RD,42.3078235637161,-71.0755221135775,"(42.3078235637161, -71.0755221135775)"
192091094,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,424,0,2019-11-10 07:15:00,2019,11,Sunday,7,,GLADESIDE AVE,42.2706166911491,-71.0874741441742,"(42.2706166911491, -71.0874741441742)"
192091093,3114,,INVESTIGATE PROPERTY,B3, ,0,2019-11-10 08:15:00,2019,11,Sunday,8,,NORFOLK ST,42.2836343366883,-71.0828132004679,"(42.2836343366883, -71.0828132004679)"
192091091,3201,,PROPERTY - LOST/ MISSING,A1,167,0,2019-11-03 01:00:00,2019,11,Sunday,1,,TREMONT ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192091090,3201,,PROPERTY - LOST/ MISSING,E18,520,0,2019-11-09 21:20:00,2019,11,Saturday,21,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192091089,724,,AUTO THEFT,C11,355,0,2019-11-10 05:30:00,2019,11,Sunday,5,,MINOT ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192091087,3005,,SICK ASSIST,A1,121,0,2019-11-09 01:10:00,2019,11,Saturday,1,,TREMONT ST,42.3494286414245,-71.0653664119742,"(42.3494286414245, -71.0653664119742)"
192091086,3502,,MISSING PERSON - LOCATED,D4,627,0,2019-11-10 05:40:00,2019,11,Sunday,5,,BROOKLINE AVE,42.3441071760089,-71.1018025992601,"(42.3441071760089, -71.1018025992601)"
