"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
LABORER,Journey,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
Total for Contractor,Journey,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,72.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,72.00
Rise Engineering,,,,,,,,,,,
GLAZIER,Journey,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00,
"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
INSULATOR (PIPES & TANKS),Journey,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",203.00,"0.00 0.00203.000.000.000.00","0.000.00 203.00",,,,,,,,
"",,,,,,,,,0.00,203.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,203.00,0.00,0.00,203.00,0.00,0.00,0.00,0.00,0.00,203.00,
Total  Journey Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
"",Subtotal,104.00,88.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,104.00
"Titan Roofing, Inc.",,,,,,,,,,,
ROOFER,Journey,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
"",Apprentice,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"",A/J Ratio,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",14.00,"14.000.000.000.000.000.00","0.000.0014.00",,,,,,,,
"",,,,,,,,,,0.00,14.00
"",Apprentice,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"",A/J Ratio,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
"Wayne J. Griffin Electric, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,787.25,787.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787.25
"",Apprentice,224.00,32.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,224.00
"",A/J Ratio,0.28,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,011.25",819.25,192.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,011.25"
Total for Contractor,Journey,787.25,787.25,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,787.25,
Apprentice,224.00,32.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,224.00,
A/J Ratio,0.28,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,"1,011.25",819.25,192.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,011.25",
"Project Name:HCC0801 DC2 HCC-G Building Renovation Addition HolyokeProject Code:HCC0801 DC2",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total  Journey Hours,"3,467.00","3,236.00",0.00,231.00,0.00,0.00,0.00,0.00,217.00,"3,250.00"
Total Apprentice Hours,270.00,78.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grand  Total Hours,"3,737.00","3,314.00",192.00,231.00,0.00,0.00,0.00,0.00,217.00,"3,520.00"
"Project Name:IFM1506 C Fire Alarm Protection Maintenance Central Region Metro BostonProject Code:IFM1506 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Electrical Dynamics, Inc.",,,,,,,,,,,
FIRE ALARM REPAIR / MAINTENANCE,Journey,12.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,12.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,12.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,12.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",12.00,"6.000.006.000.000.000.00","0.000.0012.00",,,,,,,,
"",,,,,,,,0.00,12.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,12.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,12.00,
Total  Journey Hours,12.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,12.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,12.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,12.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:IFM1507 C Fire Alarm Protection Maintenance Northeast and Southeast Region Metro BostonProject Code:IFM1507",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Electrical Dynamics, Inc.",,,,,,,,,,,
FIRE ALARM REPAIR / MAINTENANCE,Journey,200.00,147.00,0.00,14.00,39.00,0.00,0.00,0.00,0.00,200.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,200.00,147.00,0.00,14.00,39.00,0.00,0.00,0.00,0.00,200.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",200.00,"147.000.0014.0039.000.000.00","0.000.00200.00",,,,,,,,
"",,,,,,,,0.00,200.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,200.00,147.00,0.00,14.00,39.00,0.00,0.00,0.00,0.00,200.00,
Total  Journey Hours,200.00,147.00,0.00,14.00,39.00,0.00,0.00,0.00,0.00,200.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,200.00,147.00,0.00,14.00,39.00,0.00,0.00,0.00,0.00,200.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:NEC1601 HC1 C Northern Essex Community College Lawrence Campus Dimitry Exterior ImprovementsProject Code:NEC1601 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Acme Waterproofing Company, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,20.00,0.00,0.00,4.00,0.00,0.00,0.00,16.00,0.00,20.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,20.00,0.00,0.00,4.00,0.00,0.00,0.00,16.00,0.00,20.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",20.00,"0.000.004.000.000.000.00","16.000.0020.00",,,,,,,,
"",,,,,,,,0.00,20.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,20.00,0.00,0.00,4.00,0.00,0.00,0.00,16.00,0.00,20.00,
Total  Journey Hours,20.00,0.00,0.00,4.00,0.00,0.00,0.00,16.00,0.00,20.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,20.00,0.00,0.00,4.00,0.00,0.00,0.00,16.00,0.00,20.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:POL1702 FC1 C State Police New Braintree Boiler Modifications and ReplacementProject Code:POL1702 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Royal Steam Heater Company,,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
SHEETMETAL WORKER,Journey,6.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,6.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,6.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,6.00
Total for Contractor,Journey,21.00,15.00,0.00,0.00,0.00,0.00,6.00,0.00,,
"",,,,,,,,0.00,21.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,21.00,15.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,21.00,
Total  Journey Hours,21.00,15.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,21.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,21.00,15.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,21.00,
"Project Name:SDE1301E EC1 C SDE Essex Sheriffs Dept.Multisite Energy and Water Retrofit Construction Non-CEIPProject Code:SDE1301E EC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"J.C. Cannistraro, LLC",,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",12.00,"12.000.000.000.000.000.00","0.000.0012.00",,,,,,,,
"",,,,,,,,0.00,12.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,
Total  Journey Hours,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"American Electrical Construction, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,164.00,164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.00
"",Apprentice,64.25,64.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.25
"",A/J Ratio,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,228.25,228.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.25
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",164.00,"164.000.000.000.000.000.00","0.000.00164.00",,,,,,,,
"",,,,,,,,,,0.00,164.00
"",Apprentice,64.25,64.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.25
"",A/J Ratio,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,228.25,228.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.25
B&B Lightning Protection,,,,,,,,,,,
ELECTRICIAN,Journey,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50
Total for Contractor,Journey,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,2.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50
GML Construction Inc,,,,,,,,,,,
EQUIPMENT OPERATOR (Class A CDL),Journey,133.55,0.00,0.00,0.00,0.00,0.00,133.55,0.00,0.00,133.55
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,133.55,0.00,0.00,0.00,0.00,0.00,133.55,0.00,0.00,133.55,
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,138.59,0.00,0.00,0.00,0.00,0.00,138.59,0.00,0.00,138.59
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,138.59,0.00,0.00,0.00,0.00,0.00,138.59,0.00,0.00,138.59
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",272.14,"0.000.000.000.000.00272.14","0.000.00272.14",,,,,,,,
"",,,,,,,,,,0.00,272.14
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,272.14,0.00,0.00,0.00,0.00,0.00,272.14,0.00,0.00,272.14
"J.D. Rivet & Co., Inc.",,,,,,,,,,,
ROOFER,Journey,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50
Total for Contractor,Journey,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,7.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50
N B Kenney Company,,,,,,,,,,,
PLUMBERS & GASFITTERS,Journey,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00
Apprentice,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
A/J Ratio,0.62,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,42.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00
"",Apprentice,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
"",A/J Ratio,0.62,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,42.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00
"Pilgrim Interiors, Inc.",,,,,,,,,,,
CARPENTER,Journey,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",7.00,"7.000.000.000.000.000.00","0.000.007.00",,,,,,,,
"",,,,,,,,,,0.00,7.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
"Silverback Concrete Construction, Inc.",,,,,,,,,,,
CARPENTER,Journey,508.50,508.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508.50
"",Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",A/J Ratio,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,532.50,532.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,532.50
LABORER: CARPENTER TENDER,Journey,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,242.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,242.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,758.50,758.50,0.00,0.00,0.00,0.00,0.00,0.00,8.00,750.50
Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
A/J Ratio,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,
