"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",1.00,"1.00 0.000.000.000.000.00","0.000.00 1.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00
Total for Contractor,Journey,585.25,585.25,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,585.25,
Apprentice,160.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,
A/J Ratio,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,745.25,585.25,160.00,0.00,0.00,0.00,0.00,0.00,0.00,745.25,
Total  Journey Hours,"3,514.00","3,236.00",0.00,230.00,48.00,0.00,0.00,0.00,0.00,"3,514.00",
Total Apprentice Hours,435.25,213.50,176.75,45.00,0.00,0.00,0.00,0.00,0.00,435.25,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"3,949.25","3,449.50",176.75,275.00,48.00,0.00,0.00,0.00,0.00,"3,949.25",
"Project Name:IFM1507 C Fire Alarm Protection Maintenance Northeast and Southeast Region Metro BostonProject Code:IFM1507",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Electrical Dynamics, Inc.",,,,,,,,,,,
FIRE ALARM REPAIR / MAINTENANCE,Journey,144.00,91.00,0.00,18.00,35.00,0.00,0.00,0.00,0.00,144.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,144.00,91.00,0.00,18.00,35.00,0.00,0.00,0.00,0.00,144.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",144.00,"91.000.0018.0035.000.000.00","0.000.00144.00",,,,,,,,
"",,,,,,,,0.00,144.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,144.00,91.00,0.00,18.00,35.00,0.00,0.00,0.00,0.00,144.00,
Total  Journey Hours,144.00,91.00,0.00,18.00,35.00,0.00,0.00,0.00,0.00,144.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,144.00,91.00,0.00,18.00,35.00,0.00,0.00,0.00,0.00,144.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:NEC1601 HC1 C Northern Essex Community College Lawrence Campus Dimitry Exterior ImprovementsProject Code:NEC1601 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Acme Waterproofing Company, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,45.00,29.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,45.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,45.00,29.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,45.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",45.00,"29.000.000.000.000.000.00","16.000.0045.00",,,,,,,,
"",,,,,,,,0.00,45.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,45.00,29.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,45.00,
Total  Journey Hours,45.00,29.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,45.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,45.00,29.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,45.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:POL1702 FC1 C State Police New Braintree Boiler Modifications and ReplacementProject Code:POL1702 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Royal Steam Heater Company,,,,,,,,,,,
PIPEFITTER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
PIPEFITTER & STEAMFITTER,Journey,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
Total for Contractor,Journey,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,31.00,,
Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
A/J Ratio,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
Total  Journey Hours,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,
Total Apprentice Hours,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
"Project Name:QCC1601 HC1 C HVAC Upgrades to Surprenant Hall Quinsigamond Community CollegeProject Code:QCC1601 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Cogswell Sprinkler Co., Inc.",,,,,,,,,,,
SPRINKLER FITTER,Journey,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",7.50,"7.500.000.000.000.000.00","0.000.007.50",,,,,,,,
"",,,,,,,,0.00,7.50,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,
Total  Journey Hours,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDE1301E EC1 C SDE Essex Sheriffs Dept.Multisite Energy and Water Retrofit Construction Non-CEIPProject Code:SDE1301E EC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"J.C. Cannistraro, LLC",,,,,,,,,,,
PIPEFITTER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,46.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,46.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",0.00,"0.000.000.000.000.000.00","0.000.000.00",,,,,,,,
"",,,,,,,,,,0.00,0.00
"",Apprentice,46.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,46.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00
"JM Electrical Company, Inc",,,,,,,,,,,
ELECTRICIAN,Journey,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
Total for Contractor,Journey,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,24.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
Total  Journey Hours,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
Total Apprentice Hours,46.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"American Electrical Construction, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,142.50,142.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.50
"",Apprentice,77.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00
"",A/J Ratio,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,219.50,219.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",142.50,"142.500.000.000.000.000.00","0.000.00142.50",,,,,,,,
"",,,,,,,,,,0.00,142.50
"",Apprentice,77.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00
"",A/J Ratio,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,219.50,219.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.50
B&B Lightning Protection,,,,,,,,,,,
ELECTRICIAN,Journey,17.75,11.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,17.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,17.75,11.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,17.75
Total for Contractor,Journey,17.75,11.50,6.25,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,17.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,17.75,11.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,17.75
GML Construction Inc,,,,,,,,,,,
EQUIPMENT OPERATOR (Class A CDL),Journey,185.39,0.00,0.00,0.00,0.00,0.00,185.39,0.00,0.00,185.39
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,185.39,0.00,0.00,0.00,0.00,0.00,185.39,0.00,0.00,185.39,
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,185.18,0.00,0.00,0.00,0.00,0.00,185.18,0.00,0.00,185.18
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,185.18,0.00,0.00,0.00,0.00,0.00,185.18,0.00,0.00,185.18
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",370.57,"0.000.000.000.000.00370.57","0.000.00370.57",,,,,,,,
"",,,,,,,,,,0.00,370.57
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,370.57,0.00,0.00,0.00,0.00,0.00,370.57,0.00,0.00,370.57
N B Kenney Company,,,,,,,,,,,
PLUMBERS & GASFITTERS,Journey,159.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00
"",Apprentice,69.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00
"",A/J Ratio,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,228.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.00
Total for Contractor,Journey,159.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,159.00
"",Apprentice,69.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00
"",A/J Ratio,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,228.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.00
Nashoba Paving,,,,,,,,,,,
BACKHOE/FRONT-END LOADER,Journey,45.50,45.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,45.50,45.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,21.50,21.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,21.50,21.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",67.00,"67.000.000.000.000.000.00","0.000.0067.00",,,,,,,,
"",,,,,,,,,0.00,67.00,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,67.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00
"Silverback Concrete Construction, Inc.",,,,,,,,,,,
CARPENTER,Journey,58.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00
"",Apprentice,48.50,48.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.50
"",A/J Ratio,0.84,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,106.50,106.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.50
LABORER: CARPENTER TENDER,Journey,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",106.00,"106.000.000.000.000.000.00","0.000.00106.00",,,,,,,,
"",,,,,,,,0.00,106.00,,
Apprentice,48.50,48.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.50,
A/J Ratio,0.46,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,154.50,154.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:SDW1501 DC1 C New Medical & Intake Unit Worcester County Jail & HOCProject Code:SDW1501 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total  Journey Hours,862.82,486.00,6.25,0.00,0.00,0.00,370.57,0.00,0.00,862.82
Total Apprentice Hours,194.50,194.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.50
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grand  Total Hours,"1,057.32",680.50,6.25,0.00,0.00,0.00,370.57,0.00,0.00,"1,057.32"
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Acme Waterproofing Company, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,112.00,8.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,8.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,112.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",112.00,"8.000.00104.000.000.000.00","0.000.00112.00",,,,,,,,
"",,,,,,,,,,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,8.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,112.00
"Action Steel, LLC",,,,,,,,,,,
IRONWORKER/WELDER,Journey,168.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,168.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00
Total for Contractor,Journey,168.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,168.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,168.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00
"Armani Restoration, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,240.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
